,"Labor Force Data by County, 2000 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
97,CN0228200000000,02,282,"Yakutat Borough/city, AK",2000,,371,345,26,7
98,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",2000,,2644,2338,306,11.6
99,CN0400100000000,04,001,"Apache County, AZ",2000,,19028,17318,1710,9
100,CN0400300000000,04,003,"Cochise County, AZ",2000,,48643,46462,2181,4.5
101,CN0400500000000,04,005,"Coconino County, AZ",2000,,62612,59882,2730,4.4
102,CN0400700000000,04,007,"Gila County, AZ",2000,,20334,19267,1067,5.2
103,CN0400900000000,04,009,"Graham County, AZ",2000,,12270,11604,666,5.4
104,CN0401100000000,04,011,"Greenlee County, AZ",2000,,3921,3756,165,4.2
105,CN0401200000000,04,012,"La Paz County, AZ",2000,,7623,7140,483,6.3
106,CN0401300000000,04,013,"Maricopa County, AZ",2000,,1598108,1546411,51697,3.2
107,CN0401500000000,04,015,"Mohave County, AZ",2000,,68796,65744,3052,4.4
108,CN0401700000000,04,017,"Navajo County, AZ",2000,,34267,31791,2476,7.2
109,CN0401900000000,04,019,"Pima County, AZ",2000,,409776,394635,15141,3.7
110,CN0402100000000,04,021,"Pinal County, AZ",2000,,69618,66450,3168,4.6
111,CN0402300000000,04,023,"Santa Cruz County, AZ",2000,,14747,13538,1209,8.2
112,CN0402500000000,04,025,"Yavapai County, AZ",2000,,75804,72766,3038,4
113,CN0402700000000,04,027,"Yuma County, AZ",2000,,64337,53817,10520,16.4
114,CN0500100000000,05,001,"Arkansas County, AR",2000,,10144,9678,466,4.6
115,CN0500300000000,05,003,"Ashley County, AR",2000,,10491,9870,621,5.9
116,CN0500500000000,05,005,"Baxter County, AR",2000,,16266,15586,680,4.2
117,CN0500700000000,05,007,"Benton County, AR",2000,,76753,74600,2153,2.8
118,CN0500900000000,05,009,"Boone County, AR",2000,,16217,15537,680,4.2
119,CN0501100000000,05,011,"Bradley County, AR",2000,,5096,4764,332,6.5
120,CN0501300000000,05,013,"Calhoun County, AR",2000,,2553,2412,141,5.5
121,CN0501500000000,05,015,"Carroll County, AR",2000,,13015,12502,513,3.9
122,CN0501700000000,05,017,"Chicot County, AR",2000,,5428,5028,400,7.4
123,CN0501900000000,05,019,"Clark County, AR",2000,,11208,10725,483,4.3
124,CN0502100000000,05,021,"Clay County, AR",2000,,8064,7626,438,5.4
125,CN0502300000000,05,023,"Cleburne County, AR",2000,,10719,10232,487,4.5
126,CN0502500000000,05,025,"Cleveland County, AR",2000,,3896,3702,194,5
127,CN0502700000000,05,027,"Columbia County, AR",2000,,11261,10680,581,5.2
128,CN0502900000000,05,029,"Conway County, AR",2000,,9336,8764,572,6.1
129,CN0503100000000,05,031,"Craighead County, AR",2000,,42719,41012,1707,4
130,CN0503300000000,05,033,"Crawford County, AR",2000,,24738,23848,890,3.6
131,CN0503500000000,05,035,"Crittenden County, AR",2000,,21929,21017,912,4.2
132,CN0503700000000,05,037,"Cross County, AR",2000,,8671,8262,409,4.7
133,CN0503900000000,05,039,"Dallas County, AR",2000,,3858,3643,215,5.6
134,CN0504100000000,05,041,"Desha County, AR",2000,,6312,5795,517,8.2
135,CN0504300000000,05,043,"Drew County, AR",2000,,8732,8211,521,6
136,CN0504500000000,05,045,"Faulkner County, AR",2000,,45405,43748,1657,3.6
137,CN0504700000000,05,047,"Franklin County, AR",2000,,8061,7787,274,3.4
138,CN0504900000000,05,049,"Fulton County, AR",2000,,4962,4768,194,3.9
139,CN0505100000000,05,051,"Garland County, AR",2000,,38407,36755,1652,4.3
140,CN0505300000000,05,053,"Grant County, AR",2000,,8083,7761,322,4
141,CN0505500000000,05,055,"Greene County, AR",2000,,18115,17239,876,4.8
142,CN0505700000000,05,057,"Hempstead County, AR",2000,,11062,10552,510,4.6
143,CN0505900000000,05,059,"Hot Spring County, AR",2000,,14271,13663,608,4.3
144,CN0506100000000,05,061,"Howard County, AR",2000,,6624,6340,284,4.3
145,CN0506300000000,05,063,"Independence County, AR",2000,,16692,15880,812,4.9
146,CN0506500000000,05,065,"Izard County, AR",2000,,5217,4971,246,4.7
147,CN0506700000000,05,067,"Jackson County, AR",2000,,7695,7112,583,7.6
148,CN0506900000000,05,069,"Jefferson County, AR",2000,,35900,33810,2090,5.8
149,CN0507100000000,05,071,"Johnson County, AR",2000,,10184,9755,429,4.2
150,CN0507300000000,05,073,"Lafayette County, AR",2000,,3450,3244,206,6
151,CN0507500000000,05,075,"Lawrence County, AR",2000,,7857,7437,420,5.3
152,CN0507700000000,05,077,"Lee County, AR",2000,,3892,3600,292,7.5
153,CN0507900000000,05,079,"Lincoln County, AR",2000,,5032,4722,310,6.2
154,CN0508100000000,05,081,"Little River County, AR",2000,,6384,6089,295,4.6
155,CN0508300000000,05,083,"Logan County, AR",2000,,9854,9447,407,4.1
156,CN0508500000000,05,085,"Lonoke County, AR",2000,,26393,25512,881,3.3
157,CN0508700000000,05,087,"Madison County, AR",2000,,6911,6694,217,3.1
158,CN0508900000000,05,089,"Marion County, AR",2000,,6645,6389,256,3.9
159,CN0509100000000,05,091,"Miller County, AR",2000,,18185,17368,817,4.5
160,CN0509300000000,05,093,"Mississippi County, AR",2000,,22654,20888,1766,7.8
161,CN0509500000000,05,095,"Monroe County, AR",2000,,4070,3861,209,5.1
162,CN0509700000000,05,097,"Montgomery County, AR",2000,,4073,3905,168,4.1
163,CN0509900000000,05,099,"Nevada County, AR",2000,,4603,4383,220,4.8
164,CN0510100000000,05,101,"Newton County, AR",2000,,3754,3591,163,4.3
165,CN0510300000000,05,103,"Ouachita County, AR",2000,,12385,11652,733,5.9
166,CN0510500000000,05,105,"Perry County, AR",2000,,4803,4564,239,5
167,CN0510700000000,05,107,"Phillips County, AR",2000,,9693,9091,602,6.2
168,CN0510900000000,05,109,"Pike County, AR",2000,,5429,5202,227,4.2
169,CN0511100000000,05,111,"Poinsett County, AR",2000,,11432,10886,546,4.8
170,CN0511300000000,05,113,"Polk County, AR",2000,,8976,8607,369,4.1
171,CN0511500000000,05,115,"Pope County, AR",2000,,26758,25616,1142,4.3
172,CN0511700000000,05,117,"Prairie County, AR",2000,,4399,4205,194,4.4
173,CN0511900000000,05,119,"Pulaski County, AR",2000,,184110,177186,6924,3.8
174,CN0512100000000,05,121,"Randolph County, AR",2000,,8280,7841,439,5.3
175,CN0512300000000,05,123,"St. Francis County, AR",2000,,10906,10144,762,7
176,CN0512500000000,05,125,"Saline County, AR",2000,,42665,41261,1404,3.3
177,CN0512700000000,05,127,"Scott County, AR",2000,,4927,4754,173,3.5
178,CN0512900000000,05,129,"Searcy County, AR",2000,,3304,3140,164,5
179,CN0513100000000,05,131,"Sebastian County, AR",2000,,56415,54505,1910,3.4
180,CN0513300000000,05,133,"Sevier County, AR",2000,,7230,6953,277,3.8
181,CN0513500000000,05,135,"Sharp County, AR",2000,,6556,6211,345,5.3
182,CN0513700000000,05,137,"Stone County, AR",2000,,4659,4453,206,4.4
183,CN0513900000000,05,139,"Union County, AR",2000,,20172,19213,959,4.8
184,CN0514100000000,05,141,"Van Buren County, AR",2000,,6619,6264,355,5.4
185,CN0514300000000,05,143,"Washington County, AR",2000,,82117,79670,2447,3
186,CN0514500000000,05,145,"White County, AR",2000,,30946,29464,1482,4.8
187,CN0514700000000,05,147,"Woodruff County, AR",2000,,3771,3535,236,6.3
188,CN0514900000000,05,149,"Yell County, AR",2000,,9921,9522,399,4
189,CN0600100000000,06,001,"Alameda County, CA",2000,,769669,741850,27819,3.6
190,CN0600300000000,06,003,"Alpine County, CA",2000,,555,520,35,6.3
191,CN0600500000000,06,005,"Amador County, CA",2000,,15284,14489,795,5.2
192,CN0600700000000,06,007,"Butte County, CA",2000,,93228,87431,5797,6.2
193,CN0600900000000,06,009,"Calaveras County, CA",2000,,18161,17147,1014,5.6
194,CN0601100000000,06,011,"Colusa County, CA",2000,,9274,8200,1074,11.6
195,CN0601300000000,06,013,"Contra Costa County, CA",2000,,501337,483535,17802,3.6
196,CN0601500000000,06,015,"Del Norte County, CA",2000,,10247,9486,761,7.4
197,CN0601700000000,06,017,"El Dorado County, CA",2000,,82237,78825,3412,4.1
198,CN0601900000000,06,019,"Fresno County, CA",2000,,388673,348153,40520,10.4
199,CN0602100000000,06,021,"Glenn County, CA",2000,,11298,10342,956,8.5
200,CN0602300000000,06,023,"Humboldt County, CA",2000,,60172,56679,3493,5.8
201,CN0602500000000,06,025,"Imperial County, CA",2000,,56129,46328,9801,17.5
202,CN0602700000000,06,027,"Inyo County, CA",2000,,8861,8447,414,4.7
203,CN0602900000000,06,029,"Kern County, CA",2000,,293919,269613,24306,8.3
204,CN0603100000000,06,031,"Kings County, CA",2000,,49264,44333,4931,10
205,CN0603300000000,06,033,"Lake County, CA",2000,,23101,21419,1682,7.3
206,CN0603500000000,06,035,"Lassen County, CA",2000,,11363,10550,813,7.2
207,CN0603700000000,06,037,"Los Angeles County, CA",2000,,4677389,4425623,251766,5.4
208,CN0603900000000,06,039,"Madera County, CA",2000,,54963,50174,4789,8.7
209,CN0604100000000,06,041,"Marin County, CA",2000,,141919,137867,4052,2.9
210,CN0604300000000,06,043,"Mariposa County, CA",2000,,7984,7490,494,6.2
211,CN0604500000000,06,045,"Mendocino County, CA",2000,,43614,41182,2432,5.6
212,CN0604700000000,06,047,"Merced County, CA",2000,,90390,81691,8699,9.6
213,CN0604900000000,06,049,"Modoc County, CA",2000,,3757,3474,283,7.5
214,CN0605100000000,06,051,"Mono County, CA",2000,,7403,7058,345,4.7
215,CN0605300000000,06,053,"Monterey County, CA",2000,,203392,188378,15014,7.4
216,CN0605500000000,06,055,"Napa County, CA",2000,,66678,64275,2403,3.6
217,CN0605700000000,06,057,"Nevada County, CA",2000,,45500,43609,1891,4.2
218,CN0605900000000,06,059,"Orange County, CA",2000,,1482303,1430102,52201,3.5
219,CN0606100000000,06,061,"Placer County, CA",2000,,132217,127450,4767,3.6
220,CN0606300000000,06,063,"Plumas County, CA",2000,,9770,9073,697,7.1
221,CN0606500000000,06,065,"Riverside County, CA",2000,,681290,644661,36629,5.4
222,CN0606700000000,06,067,"Sacramento County, CA",2000,,609256,582785,26471,4.3
223,CN0606900000000,06,069,"San Benito County, CA",2000,,27476,25822,1654,6
224,CN0607100000000,06,071,"San Bernardino County, CA",2000,,740001,704481,35520,4.8
225,CN0607300000000,06,073,"San Diego County, CA",2000,,1377101,1323166,53935,3.9
226,CN0607500000000,06,075,"San Francisco County/city, CA",2000,,473130,456993,16137,3.4
227,CN0607700000000,06,077,"San Joaquin County, CA",2000,,259158,241091,18067,7
228,CN0607900000000,06,079,"San Luis Obispo County, CA",2000,,122563,117613,4950,4
229,CN0608100000000,06,081,"San Mateo County, CA",2000,,398478,387032,11446,2.9
230,CN0608300000000,06,083,"Santa Barbara County, CA",2000,,202556,193699,8857,4.4
231,CN0608500000000,06,085,"Santa Clara County, CA",2000,,941470,912217,29253,3.1
232,CN0608700000000,06,087,"Santa Cruz County, CA",2000,,148485,140881,7604,5.1
233,CN0608900000000,06,089,"Shasta County, CA",2000,,74906,70353,4553,6.1
234,CN0609100000000,06,091,"Sierra County, CA",2000,,1803,1697,106,5.9
235,CN0609300000000,06,093,"Siskiyou County, CA",2000,,19162,17716,1446,7.5
236,CN0609500000000,06,095,"Solano County, CA",2000,,194370,185345,9025,4.6
237,CN0609700000000,06,097,"Sonoma County, CA",2000,,253460,244927,8533,3.4
238,CN0609900000000,06,099,"Stanislaus County, CA",2000,,207963,191746,16217,7.8
239,CN0610100000000,06,101,"Sutter County, CA",2000,,37899,34331,3568,9.4
240,CN0610300000000,06,103,"Tehama County, CA",2000,,23634,22089,1545,6.5
241,CN0610500000000,06,105,"Trinity County, CA",2000,,5115,4613,502,9.8
242,CN0610700000000,06,107,"Tulare County, CA",2000,,172016,154107,17909,10.4
243,CN0610900000000,06,109,"Tuolumne County, CA",2000,,22909,21557,1352,5.9
244,CN0611100000000,06,111,"Ventura County, CA",2000,,392984,375180,17804,4.5
245,CN0611300000000,06,113,"Yolo County, CA",2000,,86259,81906,4353,5
246,CN0611500000000,06,115,"Yuba County, CA",2000,,24316,22379,1937,8
247,CN0800100000000,08,001,"Adams County, CO",2000,,186727,181535,5192,2.8
248,CN0800300000000,08,003,"Alamosa County, CO",2000,,7210,6947,263,3.6
249,CN0800500000000,08,005,"Arapahoe County, CO",2000,,281811,274923,6888,2.4
250,CN0800700000000,08,007,"Archuleta County, CO",2000,,5015,4854,161,3.2
251,CN0800900000000,08,009,"Baca County, CO",2000,,2106,2044,62,2.9
252,CN0801100000000,08,011,"Bent County, CO",2000,,2274,2185,89,3.9
253,CN0801300000000,08,013,"Boulder County, CO",2000,,160011,156146,3865,2.4
254,CN0801400000000,08,014,"Broomfield County/city, CO",2000,,22562,22017,545,2.4
255,CN0801500000000,08,015,"Chaffee County, CO",2000,,7349,7103,246,3.3
256,CN0801700000000,08,017,"Cheyenne County, CO",2000,,1121,1092,29,2.6
257,CN0801900000000,08,019,"Clear Creek County, CO",2000,,6045,5879,166,2.7
258,CN0802100000000,08,021,"Conejos County, CO",2000,,3342,3172,170,5.1
259,CN0802300000000,08,023,"Costilla County, CO",2000,,1248,1155,93,7.5
260,CN0802500000000,08,025,"Crowley County, CO",2000,,1489,1409,80,5.4
261,CN0802700000000,08,027,"Custer County, CO",2000,,1665,1608,57,3.4
262,CN0802900000000,08,029,"Delta County, CO",2000,,12337,11877,460,3.7
263,CN0803100000000,08,031,"Denver County/city, CO",2000,,305202,295908,9294,3
264,CN0803300000000,08,033,"Dolores County, CO",2000,,904,853,51,5.6
265,CN0803500000000,08,035,"Douglas County, CO",2000,,105589,103403,2186,2.1
266,CN0803700000000,08,037,"Eagle County, CO",2000,,25631,25014,617,2.4
267,CN0803900000000,08,039,"Elbert County, CO",2000,,11604,11341,263,2.3
268,CN0804100000000,08,041,"El Paso County, CO",2000,,264680,256914,7766,2.9
269,CN0804300000000,08,043,"Fremont County, CO",2000,,17856,17151,705,3.9
270,CN0804500000000,08,045,"Garfield County, CO",2000,,24755,24087,668,2.7
271,CN0804700000000,08,047,"Gilpin County, CO",2000,,3308,3225,83,2.5
272,CN0804900000000,08,049,"Grand County, CO",2000,,7627,7438,189,2.5
273,CN0805100000000,08,051,"Gunnison County, CO",2000,,8183,7957,226,2.8
274,CN0805300000000,08,053,"Hinsdale County, CO",2000,,651,638,13,2
275,CN0805500000000,08,055,"Huerfano County, CO",2000,,3079,2906,173,5.6
276,CN0805700000000,08,057,"Jackson County, CO",2000,,885,860,25,2.8
277,CN0805900000000,08,059,"Jefferson County, CO",2000,,309348,302024,7324,2.4
278,CN0806100000000,08,061,"Kiowa County, CO",2000,,782,758,24,3.1
279,CN0806300000000,08,063,"Kit Carson County, CO",2000,,3846,3747,99,2.6
280,CN0806500000000,08,065,"Lake County, CO",2000,,4043,3907,136,3.4
281,CN0806700000000,08,067,"La Plata County, CO",2000,,24459,23753,706,2.9
282,CN0806900000000,08,069,"Larimer County, CO",2000,,146317,142656,3661,2.5
283,CN0807100000000,08,071,"Las Animas County, CO",2000,,6680,6401,279,4.2
284,CN0807300000000,08,073,"Lincoln County, CO",2000,,2625,2552,73,2.8
285,CN0807500000000,08,075,"Logan County, CO",2000,,10004,9718,286,2.9
286,CN0807700000000,08,077,"Mesa County, CO",2000,,58884,56921,1963,3.3
287,CN0807900000000,08,079,"Mineral County, CO",2000,,419,404,15,3.6
288,CN0808100000000,08,081,"Moffat County, CO",2000,,7000,6750,250,3.6
289,CN0808300000000,08,083,"Montezuma County, CO",2000,,11807,11311,496,4.2
290,CN0808500000000,08,085,"Montrose County, CO",2000,,16215,15615,600,3.7
291,CN0808700000000,08,087,"Morgan County, CO",2000,,12549,12168,381,3
292,CN0808900000000,08,089,"Otero County, CO",2000,,8821,8437,384,4.4
293,CN0809100000000,08,091,"Ouray County, CO",2000,,2198,2140,58,2.6
294,CN0809300000000,08,093,"Park County, CO",2000,,8528,8310,218,2.6
295,CN0809500000000,08,095,"Phillips County, CO",2000,,2053,1999,54,2.6
296,CN0809700000000,08,097,"Pitkin County, CO",2000,,9925,9651,274,2.8
297,CN0809900000000,08,099,"Prowers County, CO",2000,,6930,6729,201,2.9
298,CN0810100000000,08,101,"Pueblo County, CO",2000,,63956,61428,2528,4
299,CN0810300000000,08,103,"Rio Blanco County, CO",2000,,3237,3143,94,2.9
300,CN0810500000000,08,105,"Rio Grande County, CO",2000,,5821,5558,263,4.5
301,CN0810700000000,08,107,"Routt County, CO",2000,,12511,12195,316,2.5
302,CN0810900000000,08,109,"Saguache County, CO",2000,,2708,2557,151,5.6
303,CN0811100000000,08,111,"San Juan County, CO",2000,,515,491,24,4.7
304,CN0811300000000,08,113,"San Miguel County, CO",2000,,4724,4580,144,3
305,CN0811500000000,08,115,"Sedgwick County, CO",2000,,1399,1361,38,2.7
306,CN0811700000000,08,117,"Summit County, CO",2000,,16070,15706,364,2.3
307,CN0811900000000,08,119,"Teller County, CO",2000,,11888,11533,355,3
308,CN0812100000000,08,121,"Washington County, CO",2000,,2440,2377,63,2.6
309,CN0812300000000,08,123,"Weld County, CO",2000,,93511,90983,2528,2.7
310,CN0812500000000,08,125,"Yuma County, CO",2000,,5038,4905,133,2.6
311,CN0900100000000,09,001,"Fairfield County, CT",2000,,452280,442598,9682,2.1
312,CN0900300000000,09,003,"Hartford County, CT",2000,,435261,423806,11455,2.6
313,CN0900500000000,09,005,"Litchfield County, CT",2000,,100816,98723,2093,2.1
314,CN0900700000000,09,007,"Middlesex County, CT",2000,,86650,84801,1849,2.1
315,CN0900900000000,09,009,"New Haven County, CT",2000,,420320,409354,10966,2.6
316,CN0901100000000,09,011,"New London County, CT",2000,,133684,130536,3148,2.4
317,CN0901300000000,09,013,"Tolland County, CT",2000,,76716,75241,1475,1.9
318,CN0901500000000,09,015,"Windham County, CT",2000,,58402,56854,1548,2.7
319,CN1000100000000,10,001,"Kent County, DE",2000,,63479,60922,2557,4
320,CN1000300000000,10,003,"New Castle County, DE",2000,,270531,260715,9816,3.6
321,CN1000500000000,10,005,"Sussex County, DE",2000,,79492,76391,3101,3.9
322,CN1100100000000,11,001,District of Columbia,2000,,310469,293086,17383,5.6
323,CN1200100000000,12,001,"Alachua County, FL",2000,,116143,112640,3503,3
324,CN1200300000000,12,003,"Baker County, FL",2000,,10392,10078,314,3
325,CN1200500000000,12,005,"Bay County, FL",2000,,71968,68623,3345,4.6
326,CN1200700000000,12,007,"Bradford County, FL",2000,,10581,10183,398,3.8
327,CN1200900000000,12,009,"Brevard County, FL",2000,,231904,223468,8436,3.6
328,CN1201100000000,12,011,"Broward County, FL",2000,,854842,823673,31169,3.6
329,CN1201300000000,12,013,"Calhoun County, FL",2000,,5152,4909,243,4.7
330,CN1201500000000,12,015,"Charlotte County, FL",2000,,55138,53090,2048,3.7
331,CN1201700000000,12,017,"Citrus County, FL",2000,,43726,41677,2049,4.7
332,CN1201900000000,12,019,"Clay County, FL",2000,,73838,71600,2238,3
333,CN1202100000000,12,021,"Collier County, FL",2000,,116066,111735,4331,3.7
334,CN1202300000000,12,023,"Columbia County, FL",2000,,25668,24657,1011,3.9
335,CN1202700000000,12,027,"DeSoto County, FL",2000,,13270,12679,591,4.5
336,CN1202900000000,12,029,"Dixie County, FL",2000,,5128,4899,229,4.5
337,CN1203100000000,12,031,"Duval County, FL",2000,,408161,394593,13568,3.3
338,CN1203300000000,12,033,"Escambia County, FL",2000,,132433,127082,5351,4
339,CN1203500000000,12,035,"Flagler County, FL",2000,,21000,20245,755,3.6
