,"Labor Force Data by County, 1998 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
97,CN0228200000000,02,282,"Yakutat Borough/city, AK",1998,,323,279,44,13.6
98,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",1998,,2122,1841,281,13.2
99,CN0400100000000,04,001,"Apache County, AZ",1998,,22414,18811,3603,16.1
100,CN0400300000000,04,003,"Cochise County, AZ",1998,,40987,38091,2896,7.1
101,CN0400500000000,04,005,"Coconino County, AZ",1998,,60309,55692,4617,7.7
102,CN0400700000000,04,007,"Gila County, AZ",1998,,19621,18115,1506,7.7
103,CN0400900000000,04,009,"Graham County, AZ",1998,,10859,9896,963,8.9
104,CN0401100000000,04,011,"Greenlee County, AZ",1998,,4707,4311,396,8.4
105,CN0401200000000,04,012,"La Paz County, AZ",1998,,7126,6510,616,8.6
106,CN0401300000000,04,013,"Maricopa County, AZ",1998,,1523284,1481060,42224,2.8
107,CN0401500000000,04,015,"Mohave County, AZ",1998,,62482,59667,2815,4.5
108,CN0401700000000,04,017,"Navajo County, AZ",1998,,33113,28420,4693,14.2
109,CN0401900000000,04,019,"Pima County, AZ",1998,,390343,379186,11157,2.9
110,CN0402100000000,04,021,"Pinal County, AZ",1998,,59739,57140,2599,4.4
111,CN0402300000000,04,023,"Santa Cruz County, AZ",1998,,14286,11652,2634,18.4
112,CN0402500000000,04,025,"Yavapai County, AZ",1998,,69739,67321,2418,3.5
113,CN0402700000000,04,027,"Yuma County, AZ",1998,,68016,48451,19565,28.8
114,CN0500100000000,05,001,"Arkansas County, AR",1998,,10562,9953,609,5.8
115,CN0500300000000,05,003,"Ashley County, AR",1998,,11285,10296,989,8.8
116,CN0500500000000,05,005,"Baxter County, AR",1998,,14272,13655,617,4.3
117,CN0500700000000,05,007,"Benton County, AR",1998,,65555,63726,1829,2.8
118,CN0500900000000,05,009,"Boone County, AR",1998,,14855,13807,1048,7.1
119,CN0501100000000,05,011,"Bradley County, AR",1998,,4751,4217,534,11.2
120,CN0501300000000,05,013,"Calhoun County, AR",1998,,2362,2123,239,10.1
121,CN0501500000000,05,015,"Carroll County, AR",1998,,11756,11145,611,5.2
122,CN0501700000000,05,017,"Chicot County, AR",1998,,6386,5819,567,8.9
123,CN0501900000000,05,019,"Clark County, AR",1998,,11767,11377,390,3.3
124,CN0502100000000,05,021,"Clay County, AR",1998,,8161,7638,523,6.4
125,CN0502300000000,05,023,"Cleburne County, AR",1998,,9499,9101,398,4.2
126,CN0502500000000,05,025,"Cleveland County, AR",1998,,3697,3466,231,6.2
127,CN0502700000000,05,027,"Columbia County, AR",1998,,11500,10667,833,7.2
128,CN0502900000000,05,029,"Conway County, AR",1998,,9894,9410,484,4.9
129,CN0503100000000,05,031,"Craighead County, AR",1998,,42127,40564,1563,3.7
130,CN0503300000000,05,033,"Crawford County, AR",1998,,24246,23218,1028,4.2
131,CN0503500000000,05,035,"Crittenden County, AR",1998,,22736,21656,1080,4.8
132,CN0503700000000,05,037,"Cross County, AR",1998,,8295,7693,602,7.3
133,CN0503900000000,05,039,"Dallas County, AR",1998,,3698,3422,276,7.5
134,CN0504100000000,05,041,"Desha County, AR",1998,,7218,6535,683,9.5
135,CN0504300000000,05,043,"Drew County, AR",1998,,9899,9022,877,8.9
136,CN0504500000000,05,045,"Faulkner County, AR",1998,,42350,40574,1776,4.2
137,CN0504700000000,05,047,"Franklin County, AR",1998,,7795,7494,301,3.9
138,CN0504900000000,05,049,"Fulton County, AR",1998,,4275,4073,202,4.7
139,CN0505100000000,05,051,"Garland County, AR",1998,,36055,34338,1717,4.8
140,CN0505300000000,05,053,"Grant County, AR",1998,,7692,7358,334,4.3
141,CN0505500000000,05,055,"Greene County, AR",1998,,18431,17454,977,5.3
142,CN0505700000000,05,057,"Hempstead County, AR",1998,,11544,10705,839,7.3
143,CN0505900000000,05,059,"Hot Spring County, AR",1998,,12303,11608,695,5.6
144,CN0506100000000,05,061,"Howard County, AR",1998,,7006,6611,395,5.6
145,CN0506300000000,05,063,"Independence County, AR",1998,,16862,16001,861,5.1
146,CN0506500000000,05,065,"Izard County, AR",1998,,4219,3937,282,6.7
147,CN0506700000000,05,067,"Jackson County, AR",1998,,8128,7302,826,10.2
148,CN0506900000000,05,069,"Jefferson County, AR",1998,,37067,33962,3105,8.4
149,CN0507100000000,05,071,"Johnson County, AR",1998,,10704,10305,399,3.7
150,CN0507300000000,05,073,"Lafayette County, AR",1998,,3476,3210,266,7.7
151,CN0507500000000,05,075,"Lawrence County, AR",1998,,7674,7066,608,7.9
152,CN0507700000000,05,077,"Lee County, AR",1998,,4420,4006,414,9.4
153,CN0507900000000,05,079,"Lincoln County, AR",1998,,5348,4973,375,7
154,CN0508100000000,05,081,"Little River County, AR",1998,,5513,5140,373,6.8
155,CN0508300000000,05,083,"Logan County, AR",1998,,10082,9487,595,5.9
156,CN0508500000000,05,085,"Lonoke County, AR",1998,,25638,24780,858,3.3
157,CN0508700000000,05,087,"Madison County, AR",1998,,6559,6293,266,4.1
158,CN0508900000000,05,089,"Marion County, AR",1998,,6209,5964,245,3.9
159,CN0509100000000,05,091,"Miller County, AR",1998,,17102,16285,817,4.8
160,CN0509300000000,05,093,"Mississippi County, AR",1998,,26946,23921,3025,11.2
161,CN0509500000000,05,095,"Monroe County, AR",1998,,4111,3786,325,7.9
162,CN0509700000000,05,097,"Montgomery County, AR",1998,,3979,3819,160,4
163,CN0509900000000,05,099,"Nevada County, AR",1998,,4987,4614,373,7.5
164,CN0510100000000,05,101,"Newton County, AR",1998,,2967,2740,227,7.7
165,CN0510300000000,05,103,"Ouachita County, AR",1998,,11986,10756,1230,10.3
166,CN0510500000000,05,105,"Perry County, AR",1998,,3547,3290,257,7.2
167,CN0510700000000,05,107,"Phillips County, AR",1998,,9944,9058,886,8.9
168,CN0510900000000,05,109,"Pike County, AR",1998,,5007,4766,241,4.8
169,CN0511100000000,05,111,"Poinsett County, AR",1998,,10668,9846,822,7.7
170,CN0511300000000,05,113,"Polk County, AR",1998,,9184,8837,347,3.8
171,CN0511500000000,05,115,"Pope County, AR",1998,,27017,25736,1281,4.7
172,CN0511700000000,05,117,"Prairie County, AR",1998,,3820,3535,285,7.5
173,CN0511900000000,05,119,"Pulaski County, AR",1998,,193558,185982,7576,3.9
174,CN0512100000000,05,121,"Randolph County, AR",1998,,7874,7089,785,10
175,CN0512300000000,05,123,"St. Francis County, AR",1998,,13003,11811,1192,9.2
176,CN0512500000000,05,125,"Saline County, AR",1998,,41389,40209,1180,2.9
177,CN0512700000000,05,127,"Scott County, AR",1998,,4922,4759,163,3.3
178,CN0512900000000,05,129,"Searcy County, AR",1998,,2957,2710,247,8.4
179,CN0513100000000,05,131,"Sebastian County, AR",1998,,55590,53316,2274,4.1
180,CN0513300000000,05,133,"Sevier County, AR",1998,,7021,6644,377,5.4
181,CN0513500000000,05,135,"Sharp County, AR",1998,,6141,5784,357,5.8
182,CN0513700000000,05,137,"Stone County, AR",1998,,4999,4742,257,5.1
183,CN0513900000000,05,139,"Union County, AR",1998,,21045,19652,1393,6.6
184,CN0514100000000,05,141,"Van Buren County, AR",1998,,6229,5734,495,7.9
185,CN0514300000000,05,143,"Washington County, AR",1998,,76763,74305,2458,3.2
186,CN0514500000000,05,145,"White County, AR",1998,,31169,29555,1614,5.2
187,CN0514700000000,05,147,"Woodruff County, AR",1998,,4117,3665,452,11
188,CN0514900000000,05,149,"Yell County, AR",1998,,9443,9027,416,4.4
189,CN0600100000000,06,001,"Alameda County, CA",1998,,703077,673952,29125,4.1
190,CN0600300000000,06,003,"Alpine County, CA",1998,,483,436,47,9.7
191,CN0600500000000,06,005,"Amador County, CA",1998,,13303,12573,730,5.5
192,CN0600700000000,06,007,"Butte County, CA",1998,,85024,77930,7094,8.3
193,CN0600900000000,06,009,"Calaveras County, CA",1998,,14120,12873,1247,8.8
194,CN0601100000000,06,011,"Colusa County, CA",1998,,8829,7053,1776,20.1
195,CN0601300000000,06,013,"Contra Costa County, CA",1998,,476735,459460,17275,3.6
196,CN0601500000000,06,015,"Del Norte County, CA",1998,,9953,8926,1027,10.3
197,CN0601700000000,06,017,"El Dorado County, CA",1998,,76889,73065,3824,5
198,CN0601900000000,06,019,"Fresno County, CA",1998,,375882,322301,53581,14.3
199,CN0602100000000,06,021,"Glenn County, CA",1998,,10487,9080,1407,13.4
200,CN0602300000000,06,023,"Humboldt County, CA",1998,,60633,56243,4390,7.2
201,CN0602500000000,06,025,"Imperial County, CA",1998,,55863,41348,14515,26
202,CN0602700000000,06,027,"Inyo County, CA",1998,,7257,6729,528,7.3
203,CN0602900000000,06,029,"Kern County, CA",1998,,278516,244697,33819,12.1
204,CN0603100000000,06,031,"Kings County, CA",1998,,43189,37197,5992,13.9
205,CN0603300000000,06,033,"Lake County, CA",1998,,23134,20905,2229,9.6
206,CN0603500000000,06,035,"Lassen County, CA",1998,,11286,10222,1064,9.4
207,CN0603700000000,06,037,"Los Angeles County, CA",1998,,4533337,4235401,297936,6.6
208,CN0603900000000,06,039,"Madera County, CA",1998,,52353,45664,6689,12.8
209,CN0604100000000,06,041,"Marin County, CA",1998,,132742,129628,3114,2.3
210,CN0604300000000,06,043,"Mariposa County, CA",1998,,6888,6357,531,7.7
211,CN0604500000000,06,045,"Mendocino County, CA",1998,,42324,38983,3341,7.9
212,CN0604700000000,06,047,"Merced County, CA",1998,,85091,72205,12886,15.1
213,CN0604900000000,06,049,"Modoc County, CA",1998,,3966,3521,445,11.2
214,CN0605100000000,06,051,"Mono County, CA",1998,,6121,5618,503,8.2
215,CN0605300000000,06,053,"Monterey County, CA",1998,,184068,164271,19797,10.8
216,CN0605500000000,06,055,"Napa County, CA",1998,,60485,58048,2437,4
217,CN0605700000000,06,057,"Nevada County, CA",1998,,42658,40340,2318,5.4
218,CN0605900000000,06,059,"Orange County, CA",1998,,1425475,1384234,41241,2.9
219,CN0606100000000,06,061,"Placer County, CA",1998,,113240,108600,4640,4.1
220,CN0606300000000,06,063,"Plumas County, CA",1998,,9675,8677,998,10.3
221,CN0606500000000,06,065,"Riverside County, CA",1998,,659313,615400,43913,6.7
222,CN0606700000000,06,067,"Sacramento County, CA",1998,,564917,536633,28284,5
223,CN0606900000000,06,069,"San Benito County, CA",1998,,26115,23352,2763,10.6
224,CN0607100000000,06,071,"San Bernardino County, CA",1998,,720246,679548,40698,5.7
225,CN0607300000000,06,073,"San Diego County, CA",1998,,1312222,1265969,46253,3.5
226,CN0607500000000,06,075,"San Francisco County/city, CA",1998,,414339,399111,15228,3.7
227,CN0607700000000,06,077,"San Joaquin County, CA",1998,,247064,220876,26188,10.6
228,CN0607900000000,06,079,"San Luis Obispo County, CA",1998,,108119,103600,4519,4.2
229,CN0608100000000,06,081,"San Mateo County, CA",1998,,391427,381824,9603,2.5
230,CN0608300000000,06,083,"Santa Barbara County, CA",1998,,194611,185989,8622,4.4
231,CN0608500000000,06,085,"Santa Clara County, CA",1998,,952455,921608,30847,3.2
232,CN0608700000000,06,087,"Santa Cruz County, CA",1998,,140350,130047,10303,7.3
233,CN0608900000000,06,089,"Shasta County, CA",1998,,72088,65558,6530,9.1
234,CN0609100000000,06,091,"Sierra County, CA",1998,,1633,1441,192,11.8
235,CN0609300000000,06,093,"Siskiyou County, CA",1998,,18318,16009,2309,12.6
236,CN0609500000000,06,095,"Solano County, CA",1998,,182048,171933,10115,5.6
237,CN0609700000000,06,097,"Sonoma County, CA",1998,,245387,237217,8170,3.3
238,CN0609900000000,06,099,"Stanislaus County, CA",1998,,201270,176598,24672,12.3
239,CN0610100000000,06,101,"Sutter County, CA",1998,,35384,29863,5521,15.6
240,CN0610300000000,06,103,"Tehama County, CA",1998,,23938,21848,2090,8.7
241,CN0610500000000,06,105,"Trinity County, CA",1998,,4989,4322,667,13.4
242,CN0610700000000,06,107,"Tulare County, CA",1998,,162555,137069,25486,15.7
243,CN0610900000000,06,109,"Tuolumne County, CA",1998,,19529,17969,1560,8
244,CN0611100000000,06,111,"Ventura County, CA",1998,,385739,364251,21488,5.6
245,CN0611300000000,06,113,"Yolo County, CA",1998,,86751,82029,4722,5.4
246,CN0611500000000,06,115,"Yuba County, CA",1998,,20679,17870,2809,13.6
247,CN0800100000000,08,001,"Adams County, CO",1998,,180916,174701,6215,3.4
248,CN0800300000000,08,003,"Alamosa County, CO",1998,,8611,8044,567,6.6
249,CN0800500000000,08,005,"Arapahoe County, CO",1998,,289435,282039,7396,2.6
250,CN0800700000000,08,007,"Archuleta County, CO",1998,,4487,4253,234,5.2
251,CN0800900000000,08,009,"Baca County, CO",1998,,2456,2406,50,2
252,CN0801100000000,08,011,"Bent County, CO",1998,,2365,2276,89,3.8
253,CN0801300000000,08,013,"Boulder County, CO",1998,,164988,159733,5255,3.2
254,CN0801400000000,08,014,"Broomfield County/city, CO",1998,,18750,18314,436,2.3
255,CN0801500000000,08,015,"Chaffee County, CO",1998,,7930,7598,332,4.2
256,CN0801700000000,08,017,"Cheyenne County, CO",1998,,1423,1371,52,3.7
257,CN0801900000000,08,019,"Clear Creek County, CO",1998,,5494,5336,158,2.9
258,CN0802100000000,08,021,"Conejos County, CO",1998,,3895,3538,357,9.2
259,CN0802300000000,08,023,"Costilla County, CO",1998,,1507,1281,226,15
260,CN0802500000000,08,025,"Crowley County, CO",1998,,1362,1303,59,4.3
261,CN0802700000000,08,027,"Custer County, CO",1998,,1892,1813,79,4.2
262,CN0802900000000,08,029,"Delta County, CO",1998,,11269,10681,588,5.2
263,CN0803100000000,08,031,"Denver County/city, CO",1998,,287036,275806,11230,3.9
264,CN0803300000000,08,033,"Dolores County, CO",1998,,680,606,74,10.9
265,CN0803500000000,08,035,"Douglas County, CO",1998,,86865,85472,1393,1.6
266,CN0803700000000,08,037,"Eagle County, CO",1998,,21151,20521,630,3
267,CN0803900000000,08,039,"Elbert County, CO",1998,,11170,10800,370,3.3
268,CN0804100000000,08,041,"El Paso County, CO",1998,,261438,250427,11011,4.2
269,CN0804300000000,08,043,"Fremont County, CO",1998,,18029,17229,800,4.4
270,CN0804500000000,08,045,"Garfield County, CO",1998,,22900,22021,879,3.8
271,CN0804700000000,08,047,"Gilpin County, CO",1998,,3230,3118,112,3.5
272,CN0804900000000,08,049,"Grand County, CO",1998,,6137,5970,167,2.7
273,CN0805100000000,08,051,"Gunnison County, CO",1998,,8423,7950,473,5.6
274,CN0805300000000,08,053,"Hinsdale County, CO",1998,,641,630,11,1.7
275,CN0805500000000,08,055,"Huerfano County, CO",1998,,4143,3877,266,6.4
276,CN0805700000000,08,057,"Jackson County, CO",1998,,950,896,54,5.7
277,CN0805900000000,08,059,"Jefferson County, CO",1998,,312052,303872,8180,2.6
278,CN0806100000000,08,061,"Kiowa County, CO",1998,,901,880,21,2.3
279,CN0806300000000,08,063,"Kit Carson County, CO",1998,,3762,3674,88,2.3
280,CN0806500000000,08,065,"Lake County, CO",1998,,3311,3126,185,5.6
281,CN0806700000000,08,067,"La Plata County, CO",1998,,25212,23984,1228,4.9
282,CN0806900000000,08,069,"Larimer County, CO",1998,,144665,139454,5211,3.6
283,CN0807100000000,08,071,"Las Animas County, CO",1998,,7030,6611,419,6
284,CN0807300000000,08,073,"Lincoln County, CO",1998,,2674,2629,45,1.7
285,CN0807500000000,08,075,"Logan County, CO",1998,,10251,9682,569,5.6
286,CN0807700000000,08,077,"Mesa County, CO",1998,,60136,57305,2831,4.7
287,CN0807900000000,08,079,"Mineral County, CO",1998,,452,432,20,4.4
288,CN0808100000000,08,081,"Moffat County, CO",1998,,6599,6215,384,5.8
289,CN0808300000000,08,083,"Montezuma County, CO",1998,,12095,11307,788,6.5
290,CN0808500000000,08,085,"Montrose County, CO",1998,,16026,15015,1011,6.3
291,CN0808700000000,08,087,"Morgan County, CO",1998,,13609,13070,539,4
292,CN0808900000000,08,089,"Otero County, CO",1998,,9269,8757,512,5.5
293,CN0809100000000,08,091,"Ouray County, CO",1998,,1844,1749,95,5.2
294,CN0809300000000,08,093,"Park County, CO",1998,,8194,7901,293,3.6
295,CN0809500000000,08,095,"Phillips County, CO",1998,,2113,2063,50,2.4
296,CN0809700000000,08,097,"Pitkin County, CO",1998,,9592,9197,395,4.1
297,CN0809900000000,08,099,"Prowers County, CO",1998,,7282,7015,267,3.7
298,CN0810100000000,08,101,"Pueblo County, CO",1998,,64080,59464,4616,7.2
299,CN0810300000000,08,103,"Rio Blanco County, CO",1998,,3229,3094,135,4.2
300,CN0810500000000,08,105,"Rio Grande County, CO",1998,,5462,5000,462,8.5
301,CN0810700000000,08,107,"Routt County, CO",1998,,11480,11088,392,3.4
302,CN0810900000000,08,109,"Saguache County, CO",1998,,2969,2683,286,9.6
303,CN0811100000000,08,111,"San Juan County, CO",1998,,310,264,46,14.8
304,CN0811300000000,08,113,"San Miguel County, CO",1998,,4515,4287,228,5
305,CN0811500000000,08,115,"Sedgwick County, CO",1998,,1300,1252,48,3.7
306,CN0811700000000,08,117,"Summit County, CO",1998,,12894,12574,320,2.5
307,CN0811900000000,08,119,"Teller County, CO",1998,,14240,13634,606,4.3
308,CN0812100000000,08,121,"Washington County, CO",1998,,2520,2445,75,3
309,CN0812300000000,08,123,"Weld County, CO",1998,,87301,83581,3720,4.3
310,CN0812500000000,08,125,"Yuma County, CO",1998,,4644,4534,110,2.4
311,CN0900100000000,09,001,"Fairfield County, CT",1998,,454689,441114,13575,3
312,CN0900300000000,09,003,"Hartford County, CT",1998,,422566,406972,15594,3.7
313,CN0900500000000,09,005,"Litchfield County, CT",1998,,101961,99117,2844,2.8
314,CN0900700000000,09,007,"Middlesex County, CT",1998,,82987,80369,2618,3.2
315,CN0900900000000,09,009,"New Haven County, CT",1998,,420126,404679,15447,3.7
316,CN0901100000000,09,011,"New London County, CT",1998,,133096,127830,5266,4
317,CN0901300000000,09,013,"Tolland County, CT",1998,,70486,68592,1894,2.7
318,CN0901500000000,09,015,"Windham County, CT",1998,,56289,53670,2619,4.7
319,CN1000100000000,10,001,"Kent County, DE",1998,,69031,66178,2853,4.1
320,CN1000300000000,10,003,"New Castle County, DE",1998,,255370,246247,9123,3.6
321,CN1000500000000,10,005,"Sussex County, DE",1998,,70486,67824,2662,3.8
322,CN1100100000000,11,001,District of Columbia,1998,,291902,267312,24590,8.4
323,CN1200100000000,12,001,"Alachua County, FL",1998,,107590,104749,2841,2.6
324,CN1200300000000,12,003,"Baker County, FL",1998,,8929,8577,352,3.9
325,CN1200500000000,12,005,"Bay County, FL",1998,,68482,63742,4740,6.9
326,CN1200700000000,12,007,"Bradford County, FL",1998,,9925,9470,455,4.6
327,CN1200900000000,12,009,"Brevard County, FL",1998,,212543,203051,9492,4.5
328,CN1201100000000,12,011,"Broward County, FL",1998,,789496,752237,37259,4.7
329,CN1201300000000,12,013,"Calhoun County, FL",1998,,5309,5003,306,5.8
330,CN1201500000000,12,015,"Charlotte County, FL",1998,,47750,46005,1745,3.7
331,CN1201700000000,12,017,"Citrus County, FL",1998,,36814,34565,2249,6.1
332,CN1201900000000,12,019,"Clay County, FL",1998,,71449,69432,2017,2.8
333,CN1202100000000,12,021,"Collier County, FL",1998,,95788,91610,4178,4.4
334,CN1202300000000,12,023,"Columbia County, FL",1998,,25552,24345,1207,4.7
335,CN1202700000000,12,027,"DeSoto County, FL",1998,,9348,8648,700,7.5
336,CN1202900000000,12,029,"Dixie County, FL",1998,,3916,3650,266,6.8
337,CN1203100000000,12,031,"Duval County, FL",1998,,391040,377767,13273,3.4
338,CN1203300000000,12,033,"Escambia County, FL",1998,,124975,119921,5054,4
