,"Labor Force Data by County, 2015 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
98,CN0227500000000,02,275,"Wrangell Borough/city, AK",2015,,1031,950,81,7.9
99,CN0228200000000,02,282,"Yakutat Borough/city, AK",2015,,259,237,22,8.5
100,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",2015,,2412,1969,443,18.4
101,CN0400100000000,04,001,"Apache County, AZ",2015,,20607,17869,2738,13.3
102,CN0400300000000,04,003,"Cochise County, AZ",2015,,50302,46640,3662,7.3
103,CN0400500000000,04,005,"Coconino County, AZ",2015,,73254,68492,4762,6.5
104,CN0400700000000,04,007,"Gila County, AZ",2015,,21199,19528,1671,7.9
105,CN0400900000000,04,009,"Graham County, AZ",2015,,14508,13443,1065,7.3
106,CN0401100000000,04,011,"Greenlee County, AZ",2015,,4045,3725,320,7.9
107,CN0401200000000,04,012,"La Paz County, AZ",2015,,8169,7561,608,7.4
108,CN0401300000000,04,013,"Maricopa County, AZ",2015,,2022190,1918529,103661,5.1
109,CN0401500000000,04,015,"Mohave County, AZ",2015,,79550,73238,6312,7.9
110,CN0401700000000,04,017,"Navajo County, AZ",2015,,40696,36765,3931,9.7
111,CN0401900000000,04,019,"Pima County, AZ",2015,,465210,439734,25476,5.5
112,CN0402100000000,04,021,"Pinal County, AZ",2015,,157161,147286,9875,6.3
113,CN0402300000000,04,023,"Santa Cruz County, AZ",2015,,19869,17592,2277,11.5
114,CN0402500000000,04,025,"Yavapai County, AZ",2015,,96196,90798,5398,5.6
115,CN0402700000000,04,027,"Yuma County, AZ",2015,,93659,73341,20318,21.7
116,CN0500100000000,05,001,"Arkansas County, AR",2015,,9483,9087,396,4.2
117,CN0500300000000,05,003,"Ashley County, AR",2015,,8142,7511,631,7.7
118,CN0500500000000,05,005,"Baxter County, AR",2015,,16211,15322,889,5.5
119,CN0500700000000,05,007,"Benton County, AR",2015,,121772,117188,4584,3.8
120,CN0500900000000,05,009,"Boone County, AR",2015,,15834,15064,770,4.9
121,CN0501100000000,05,011,"Bradley County, AR",2015,,4381,4115,266,6.1
122,CN0501300000000,05,013,"Calhoun County, AR",2015,,2406,2276,130,5.4
123,CN0501500000000,05,015,"Carroll County, AR",2015,,12652,12074,578,4.6
124,CN0501700000000,05,017,"Chicot County, AR",2015,,3724,3386,338,9.1
125,CN0501900000000,05,019,"Clark County, AR",2015,,9448,8924,524,5.5
126,CN0502100000000,05,021,"Clay County, AR",2015,,6294,5879,415,6.6
127,CN0502300000000,05,023,"Cleburne County, AR",2015,,9606,8940,666,6.9
128,CN0502500000000,05,025,"Cleveland County, AR",2015,,3356,3167,189,5.6
129,CN0502700000000,05,027,"Columbia County, AR",2015,,9533,8910,623,6.5
130,CN0502900000000,05,029,"Conway County, AR",2015,,8635,8109,526,6.1
131,CN0503100000000,05,031,"Craighead County, AR",2015,,50977,48721,2256,4.4
132,CN0503300000000,05,033,"Crawford County, AR",2015,,26840,25448,1392,5.2
133,CN0503500000000,05,035,"Crittenden County, AR",2015,,21410,20092,1318,6.2
134,CN0503700000000,05,037,"Cross County, AR",2015,,8097,7659,438,5.4
135,CN0503900000000,05,039,"Dallas County, AR",2015,,2871,2664,207,7.2
136,CN0504100000000,05,041,"Desha County, AR",2015,,5543,5139,404,7.3
137,CN0504300000000,05,043,"Drew County, AR",2015,,7924,7371,553,7
138,CN0504500000000,05,045,"Faulkner County, AR",2015,,59881,57095,2786,4.7
139,CN0504700000000,05,047,"Franklin County, AR",2015,,7409,7043,366,4.9
140,CN0504900000000,05,049,"Fulton County, AR",2015,,4756,4509,247,5.2
141,CN0505100000000,05,051,"Garland County, AR",2015,,39930,37750,2180,5.5
142,CN0505300000000,05,053,"Grant County, AR",2015,,8255,7880,375,4.5
143,CN0505500000000,05,055,"Greene County, AR",2015,,19941,18908,1033,5.2
144,CN0505700000000,05,057,"Hempstead County, AR",2015,,9851,9364,487,4.9
145,CN0505900000000,05,059,"Hot Spring County, AR",2015,,14152,13438,714,5
146,CN0506100000000,05,061,"Howard County, AR",2015,,6055,5799,256,4.2
147,CN0506300000000,05,063,"Independence County, AR",2015,,15660,14649,1011,6.5
148,CN0506500000000,05,065,"Izard County, AR",2015,,4976,4648,328,6.6
149,CN0506700000000,05,067,"Jackson County, AR",2015,,6185,5720,465,7.5
150,CN0506900000000,05,069,"Jefferson County, AR",2015,,28758,26731,2027,7
151,CN0507100000000,05,071,"Johnson County, AR",2015,,10393,9796,597,5.7
152,CN0507300000000,05,073,"Lafayette County, AR",2015,,2616,2417,199,7.6
153,CN0507500000000,05,075,"Lawrence County, AR",2015,,7043,6620,423,6
154,CN0507700000000,05,077,"Lee County, AR",2015,,3179,2967,212,6.7
155,CN0507900000000,05,079,"Lincoln County, AR",2015,,4124,3871,253,6.1
156,CN0508100000000,05,081,"Little River County, AR",2015,,5592,5287,305,5.5
157,CN0508300000000,05,083,"Logan County, AR",2015,,9157,8631,526,5.7
158,CN0508500000000,05,085,"Lonoke County, AR",2015,,32983,31602,1381,4.2
159,CN0508700000000,05,087,"Madison County, AR",2015,,7080,6807,273,3.9
160,CN0508900000000,05,089,"Marion County, AR",2015,,6522,6184,338,5.2
161,CN0509100000000,05,091,"Miller County, AR",2015,,19902,18907,995,5
162,CN0509300000000,05,093,"Mississippi County, AR",2015,,18364,16712,1652,9
163,CN0509500000000,05,095,"Monroe County, AR",2015,,2972,2792,180,6.1
164,CN0509700000000,05,097,"Montgomery County, AR",2015,,3225,3006,219,6.8
165,CN0509900000000,05,099,"Nevada County, AR",2015,,3631,3450,181,5
166,CN0510100000000,05,101,"Newton County, AR",2015,,3392,3228,164,4.8
167,CN0510300000000,05,103,"Ouachita County, AR",2015,,9877,9251,626,6.3
168,CN0510500000000,05,105,"Perry County, AR",2015,,4199,3942,257,6.1
169,CN0510700000000,05,107,"Phillips County, AR",2015,,6992,6462,530,7.6
170,CN0510900000000,05,109,"Pike County, AR",2015,,4166,3920,246,5.9
171,CN0511100000000,05,111,"Poinsett County, AR",2015,,10059,9497,562,5.6
172,CN0511300000000,05,113,"Polk County, AR",2015,,8291,7811,480,5.8
173,CN0511500000000,05,115,"Pope County, AR",2015,,29663,28096,1567,5.3
174,CN0511700000000,05,117,"Prairie County, AR",2015,,3726,3551,175,4.7
175,CN0511900000000,05,119,"Pulaski County, AR",2015,,185974,177479,8495,4.6
176,CN0512100000000,05,121,"Randolph County, AR",2015,,6181,5739,442,7.2
177,CN0512300000000,05,123,"St. Francis County, AR",2015,,8944,8298,646,7.2
178,CN0512500000000,05,125,"Saline County, AR",2015,,55967,53688,2279,4.1
179,CN0512700000000,05,127,"Scott County, AR",2015,,4484,4269,215,4.8
180,CN0512900000000,05,129,"Searcy County, AR",2015,,3026,2855,171,5.7
181,CN0513100000000,05,131,"Sebastian County, AR",2015,,57705,54934,2771,4.8
182,CN0513300000000,05,133,"Sevier County, AR",2015,,5600,5258,342,6.1
183,CN0513500000000,05,135,"Sharp County, AR",2015,,6002,5588,414,6.9
184,CN0513700000000,05,137,"Stone County, AR",2015,,4703,4409,294,6.3
185,CN0513900000000,05,139,"Union County, AR",2015,,16863,15829,1034,6.1
186,CN0514100000000,05,141,"Van Buren County, AR",2015,,6424,5993,431,6.7
187,CN0514300000000,05,143,"Washington County, AR",2015,,115183,111119,4064,3.5
188,CN0514500000000,05,145,"White County, AR",2015,,34519,32375,2144,6.2
189,CN0514700000000,05,147,"Woodruff County, AR",2015,,3030,2836,194,6.4
190,CN0514900000000,05,149,"Yell County, AR",2015,,8936,8482,454,5.1
191,CN0600100000000,06,001,"Alameda County, CA",2015,,819713,780846,38867,4.7
192,CN0600300000000,06,003,"Alpine County, CA",2015,,549,509,40,7.3
193,CN0600500000000,06,005,"Amador County, CA",2015,,14328,13382,946,6.6
194,CN0600700000000,06,007,"Butte County, CA",2015,,101133,93880,7253,7.2
195,CN0600900000000,06,009,"Calaveras County, CA",2015,,20565,19254,1311,6.4
196,CN0601100000000,06,011,"Colusa County, CA",2015,,11052,9353,1699,15.4
197,CN0601300000000,06,013,"Contra Costa County, CA",2015,,545081,517678,27403,5
198,CN0601500000000,06,015,"Del Norte County, CA",2015,,9862,9020,842,8.5
199,CN0601700000000,06,017,"El Dorado County, CA",2015,,87962,82941,5021,5.7
200,CN0601900000000,06,019,"Fresno County, CA",2015,,440530,395656,44874,10.2
201,CN0602100000000,06,021,"Glenn County, CA",2015,,12971,11841,1130,8.7
202,CN0602300000000,06,023,"Humboldt County, CA",2015,,62338,58854,3484,5.6
203,CN0602500000000,06,025,"Imperial County, CA",2015,,76722,57934,18788,24.5
204,CN0602700000000,06,027,"Inyo County, CA",2015,,9089,8563,526,5.8
205,CN0602900000000,06,029,"Kern County, CA",2015,,390337,350477,39860,10.2
206,CN0603100000000,06,031,"Kings County, CA",2015,,57756,51691,6065,10.5
207,CN0603300000000,06,033,"Lake County, CA",2015,,29027,26823,2204,7.6
208,CN0603500000000,06,035,"Lassen County, CA",2015,,10768,9990,778,7.2
209,CN0603700000000,06,037,"Los Angeles County, CA",2015,,4989791,4659651,330140,6.6
210,CN0603900000000,06,039,"Madera County, CA",2015,,59836,53546,6290,10.5
211,CN0604100000000,06,041,"Marin County, CA",2015,,138814,133882,4932,3.6
212,CN0604300000000,06,043,"Mariposa County, CA",2015,,8017,7445,572,7.1
213,CN0604500000000,06,045,"Mendocino County, CA",2015,,39863,37546,2317,5.8
214,CN0604700000000,06,047,"Merced County, CA",2015,,114106,101153,12953,11.4
215,CN0604900000000,06,049,"Modoc County, CA",2015,,3306,3023,283,8.6
216,CN0605100000000,06,051,"Mono County, CA",2015,,8246,7741,505,6.1
217,CN0605300000000,06,053,"Monterey County, CA",2015,,218367,200694,17673,8.1
218,CN0605500000000,06,055,"Napa County, CA",2015,,73784,70376,3408,4.6
219,CN0605700000000,06,057,"Nevada County, CA",2015,,48047,45443,2604,5.4
220,CN0605900000000,06,059,"Orange County, CA",2015,,1585762,1514904,70858,4.5
221,CN0606100000000,06,061,"Placer County, CA",2015,,176495,167571,8924,5.1
222,CN0606300000000,06,063,"Plumas County, CA",2015,,7895,7085,810,10.3
223,CN0606500000000,06,065,"Riverside County, CA",2015,,1034249,964997,69252,6.7
224,CN0606700000000,06,067,"Sacramento County, CA",2015,,685132,644079,41053,6
225,CN0606900000000,06,069,"San Benito County, CA",2015,,29779,27529,2250,7.6
226,CN0607100000000,06,071,"San Bernardino County, CA",2015,,919978,860777,59201,6.4
227,CN0607300000000,06,073,"San Diego County, CA",2015,,1550059,1469475,80584,5.2
228,CN0607500000000,06,075,"San Francisco County/city, CA",2015,,541937,522202,19735,3.6
229,CN0607700000000,06,077,"San Joaquin County, CA",2015,,314590,286629,27961,8.9
230,CN0607900000000,06,079,"San Luis Obispo County, CA",2015,,139039,132465,6574,4.7
231,CN0608100000000,06,081,"San Mateo County, CA",2015,,434661,419819,14842,3.4
232,CN0608300000000,06,083,"Santa Barbara County, CA",2015,,217344,205843,11501,5.3
233,CN0608500000000,06,085,"Santa Clara County, CA",2015,,1013160,971131,42029,4.1
234,CN0608700000000,06,087,"Santa Cruz County, CA",2015,,143323,132596,10727,7.5
235,CN0608900000000,06,089,"Shasta County, CA",2015,,74172,68408,5764,7.8
236,CN0609100000000,06,091,"Sierra County, CA",2015,,1362,1243,119,8.7
237,CN0609300000000,06,093,"Siskiyou County, CA",2015,,17894,16219,1675,9.4
238,CN0609500000000,06,095,"Solano County, CA",2015,,205023,192470,12553,6.1
239,CN0609700000000,06,097,"Sonoma County, CA",2015,,257893,246328,11565,4.5
240,CN0609900000000,06,099,"Stanislaus County, CA",2015,,241118,218236,22882,9.5
241,CN0610100000000,06,101,"Sutter County, CA",2015,,44754,39973,4781,10.7
242,CN0610300000000,06,103,"Tehama County, CA",2015,,25036,23057,1979,7.9
243,CN0610500000000,06,105,"Trinity County, CA",2015,,5144,4745,399,7.8
244,CN0610700000000,06,107,"Tulare County, CA",2015,,202210,178710,23500,11.6
245,CN0610900000000,06,109,"Tuolumne County, CA",2015,,21547,20029,1518,7
246,CN0611100000000,06,111,"Ventura County, CA",2015,,427597,403472,24125,5.6
247,CN0611300000000,06,113,"Yolo County, CA",2015,,104234,97502,6732,6.5
248,CN0611500000000,06,115,"Yuba County, CA",2015,,27741,25165,2576,9.3
249,CN0800100000000,08,001,"Adams County, CO",2015,,248066,237328,10738,4.3
250,CN0800300000000,08,003,"Alamosa County, CO",2015,,7659,7266,393,5.1
251,CN0800500000000,08,005,"Arapahoe County, CO",2015,,334731,322320,12411,3.7
252,CN0800700000000,08,007,"Archuleta County, CO",2015,,6018,5776,242,4
253,CN0800900000000,08,009,"Baca County, CO",2015,,1972,1932,40,2
254,CN0801100000000,08,011,"Bent County, CO",2015,,1734,1666,68,3.9
255,CN0801300000000,08,013,"Boulder County, CO",2015,,176969,171382,5587,3.2
256,CN0801400000000,08,014,"Broomfield County/city, CO",2015,,35579,34409,1170,3.3
257,CN0801500000000,08,015,"Chaffee County, CO",2015,,8503,8214,289,3.4
258,CN0801700000000,08,017,"Cheyenne County, CO",2015,,1011,984,27,2.7
259,CN0801900000000,08,019,"Clear Creek County, CO",2015,,5551,5348,203,3.7
260,CN0802100000000,08,021,"Conejos County, CO",2015,,3602,3398,204,5.7
261,CN0802300000000,08,023,"Costilla County, CO",2015,,1624,1520,104,6.4
262,CN0802500000000,08,025,"Crowley County, CO",2015,,1355,1295,60,4.4
263,CN0802700000000,08,027,"Custer County, CO",2015,,1991,1921,70,3.5
264,CN0802900000000,08,029,"Delta County, CO",2015,,13456,12691,765,5.7
265,CN0803100000000,08,031,"Denver County/city, CO",2015,,376007,362183,13824,3.7
266,CN0803300000000,08,033,"Dolores County, CO",2015,,1325,1284,41,3.1
267,CN0803500000000,08,035,"Douglas County, CO",2015,,172348,167035,5313,3.1
268,CN0803700000000,08,037,"Eagle County, CO",2015,,32784,31760,1024,3.1
269,CN0803900000000,08,039,"Elbert County, CO",2015,,13276,12860,416,3.1
270,CN0804100000000,08,041,"El Paso County, CO",2015,,308006,293933,14073,4.6
271,CN0804300000000,08,043,"Fremont County, CO",2015,,14515,13624,891,6.1
272,CN0804500000000,08,045,"Garfield County, CO",2015,,30501,29242,1259,4.1
273,CN0804700000000,08,047,"Gilpin County, CO",2015,,3401,3296,105,3.1
274,CN0804900000000,08,049,"Grand County, CO",2015,,9065,8774,291,3.2
275,CN0805100000000,08,051,"Gunnison County, CO",2015,,9802,9514,288,2.9
276,CN0805300000000,08,053,"Hinsdale County, CO",2015,,441,427,14,3.2
277,CN0805500000000,08,055,"Huerfano County, CO",2015,,2372,2190,182,7.7
278,CN0805700000000,08,057,"Jackson County, CO",2015,,835,804,31,3.7
279,CN0805900000000,08,059,"Jefferson County, CO",2015,,309200,298346,10854,3.5
280,CN0806100000000,08,061,"Kiowa County, CO",2015,,792,771,21,2.7
281,CN0806300000000,08,063,"Kit Carson County, CO",2015,,4325,4222,103,2.4
282,CN0806500000000,08,065,"Lake County, CO",2015,,4572,4396,176,3.8
283,CN0806700000000,08,067,"La Plata County, CO",2015,,29891,28866,1025,3.4
284,CN0806900000000,08,069,"Larimer County, CO",2015,,180786,174834,5952,3.3
285,CN0807100000000,08,071,"Las Animas County, CO",2015,,6135,5792,343,5.6
286,CN0807300000000,08,073,"Lincoln County, CO",2015,,2171,2098,73,3.4
287,CN0807500000000,08,075,"Logan County, CO",2015,,10944,10612,332,3
288,CN0807700000000,08,077,"Mesa County, CO",2015,,71875,67916,3959,5.5
289,CN0807900000000,08,079,"Mineral County, CO",2015,,445,429,16,3.6
290,CN0808100000000,08,081,"Moffat County, CO",2015,,7114,6792,322,4.5
291,CN0808300000000,08,083,"Montezuma County, CO",2015,,12352,11653,699,5.7
292,CN0808500000000,08,085,"Montrose County, CO",2015,,19348,18376,972,5
293,CN0808700000000,08,087,"Morgan County, CO",2015,,14685,14130,555,3.8
294,CN0808900000000,08,089,"Otero County, CO",2015,,7891,7435,456,5.8
295,CN0809100000000,08,091,"Ouray County, CO",2015,,2157,2064,93,4.3
296,CN0809300000000,08,093,"Park County, CO",2015,,9379,9058,321,3.4
297,CN0809500000000,08,095,"Phillips County, CO",2015,,2360,2304,56,2.4
298,CN0809700000000,08,097,"Pitkin County, CO",2015,,10749,10336,413,3.8
299,CN0809900000000,08,099,"Prowers County, CO",2015,,5819,5585,234,4
300,CN0810100000000,08,101,"Pueblo County, CO",2015,,71778,67743,4035,5.6
301,CN0810300000000,08,103,"Rio Blanco County, CO",2015,,2809,2662,147,5.2
302,CN0810500000000,08,105,"Rio Grande County, CO",2015,,4871,4565,306,6.3
303,CN0810700000000,08,107,"Routt County, CO",2015,,14295,13833,462,3.2
304,CN0810900000000,08,109,"Saguache County, CO",2015,,3082,2893,189,6.1
305,CN0811100000000,08,111,"San Juan County, CO",2015,,471,451,20,4.2
306,CN0811300000000,08,113,"San Miguel County, CO",2015,,5078,4887,191,3.8
307,CN0811500000000,08,115,"Sedgwick County, CO",2015,,1148,1109,39,3.4
308,CN0811700000000,08,117,"Summit County, CO",2015,,20583,20066,517,2.5
309,CN0811900000000,08,119,"Teller County, CO",2015,,11416,10910,506,4.4
310,CN0812100000000,08,121,"Washington County, CO",2015,,2787,2716,71,2.5
311,CN0812300000000,08,123,"Weld County, CO",2015,,147936,142272,5664,3.8
312,CN0812500000000,08,125,"Yuma County, CO",2015,,5137,5003,134,2.6
313,CN0900100000000,09,001,"Fairfield County, CT",2015,,478906,453260,25646,5.4
314,CN0900300000000,09,003,"Hartford County, CT",2015,,474485,446684,27801,5.9
315,CN0900500000000,09,005,"Litchfield County, CT",2015,,105249,99809,5440,5.2
316,CN0900700000000,09,007,"Middlesex County, CT",2015,,92085,87537,4548,4.9
317,CN0900900000000,09,009,"New Haven County, CT",2015,,454262,425936,28326,6.2
318,CN0901100000000,09,011,"New London County, CT",2015,,136118,128031,8087,5.9
319,CN0901300000000,09,013,"Tolland County, CT",2015,,85144,80924,4220,5
320,CN0901500000000,09,015,"Windham County, CT",2015,,62630,58661,3969,6.3
321,CN1000100000000,10,001,"Kent County, DE",2015,,76292,72184,4108,5.4
322,CN1000300000000,10,003,"New Castle County, DE",2015,,291341,277640,13701,4.7
323,CN1000500000000,10,005,"Sussex County, DE",2015,,98099,93276,4823,4.9
324,CN1100100000000,11,001,District of Columbia,2015,,389218,362420,26798,6.9
325,CN1200100000000,12,001,"Alachua County, FL",2015,,129313,123330,5983,4.6
326,CN1200300000000,12,003,"Baker County, FL",2015,,11156,10532,624,5.6
327,CN1200500000000,12,005,"Bay County, FL",2015,,87413,82618,4795,5.5
328,CN1200700000000,12,007,"Bradford County, FL",2015,,10730,10210,520,4.8
329,CN1200900000000,12,009,"Brevard County, FL",2015,,256081,240693,15388,6
330,CN1201100000000,12,011,"Broward County, FL",2015,,986758,936033,50725,5.1
331,CN1201300000000,12,013,"Calhoun County, FL",2015,,4935,4632,303,6.1
332,CN1201500000000,12,015,"Charlotte County, FL",2015,,67565,63496,4069,6
333,CN1201700000000,12,017,"Citrus County, FL",2015,,47745,44146,3599,7.5
334,CN1201900000000,12,019,"Clay County, FL",2015,,98313,93342,4971,5.1
335,CN1202100000000,12,021,"Collier County, FL",2015,,163458,154844,8614,5.3
336,CN1202300000000,12,023,"Columbia County, FL",2015,,28936,27338,1598,5.5
337,CN1202700000000,12,027,"DeSoto County, FL",2015,,13359,12581,778,5.8
338,CN1202900000000,12,029,"Dixie County, FL",2015,,5578,5230,348,6.2
