,"Labor Force Data by County, 1990 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
97,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",1990,,1945,1662,283,14.6
98,CN0400100000000,04,001,"Apache County, AZ",1990,,17290,15029,2261,13.1
99,CN0400300000000,04,003,"Cochise County, AZ",1990,,36825,34446,2379,6.5
100,CN0400500000000,04,005,"Coconino County, AZ",1990,,48124,44510,3614,7.5
101,CN0400700000000,04,007,"Gila County, AZ",1990,,15555,14406,1149,7.4
102,CN0400900000000,04,009,"Graham County, AZ",1990,,8998,8366,632,7
103,CN0401100000000,04,011,"Greenlee County, AZ",1990,,3375,3154,221,6.5
104,CN0401200000000,04,012,"La Paz County, AZ",1990,,5444,5074,370,6.8
105,CN0401300000000,04,013,"Maricopa County, AZ",1990,,1115127,1067092,48035,4.3
106,CN0401500000000,04,015,"Mohave County, AZ",1990,,44563,42396,2167,4.9
107,CN0401700000000,04,017,"Navajo County, AZ",1990,,26437,23572,2865,10.8
108,CN0401900000000,04,019,"Pima County, AZ",1990,,314226,299908,14318,4.6
109,CN0402100000000,04,021,"Pinal County, AZ",1990,,45487,42655,2832,6.2
110,CN0402300000000,04,023,"Santa Cruz County, AZ",1990,,12810,11080,1730,13.5
111,CN0402500000000,04,025,"Yavapai County, AZ",1990,,44961,42926,2035,4.5
112,CN0402700000000,04,027,"Yuma County, AZ",1990,,46964,37263,9701,20.7
113,CN0500100000000,05,001,"Arkansas County, AR",1990,,10236,9754,482,4.7
114,CN0500300000000,05,003,"Ashley County, AR",1990,,10961,10305,656,6
115,CN0500500000000,05,005,"Baxter County, AR",1990,,11933,11208,725,6.1
116,CN0500700000000,05,007,"Benton County, AR",1990,,49044,47259,1785,3.6
117,CN0500900000000,05,009,"Boone County, AR",1990,,13887,13099,788,5.7
118,CN0501100000000,05,011,"Bradley County, AR",1990,,5202,4711,491,9.4
119,CN0501300000000,05,013,"Calhoun County, AR",1990,,2641,2334,307,11.6
120,CN0501500000000,05,015,"Carroll County, AR",1990,,9949,9355,594,6
121,CN0501700000000,05,017,"Chicot County, AR",1990,,5992,5365,627,10.5
122,CN0501900000000,05,019,"Clark County, AR",1990,,10017,9269,748,7.5
123,CN0502100000000,05,021,"Clay County, AR",1990,,8146,7574,572,7
124,CN0502300000000,05,023,"Cleburne County, AR",1990,,8755,8137,618,7.1
125,CN0502500000000,05,025,"Cleveland County, AR",1990,,3511,3273,238,6.8
126,CN0502700000000,05,027,"Columbia County, AR",1990,,11840,10958,882,7.4
127,CN0502900000000,05,029,"Conway County, AR",1990,,8962,8400,562,6.3
128,CN0503100000000,05,031,"Craighead County, AR",1990,,37054,34882,2172,5.9
129,CN0503300000000,05,033,"Crawford County, AR",1990,,21019,19264,1755,8.3
130,CN0503500000000,05,035,"Crittenden County, AR",1990,,22821,21114,1707,7.5
131,CN0503700000000,05,037,"Cross County, AR",1990,,8568,7848,720,8.4
132,CN0503900000000,05,039,"Dallas County, AR",1990,,4255,3897,358,8.4
133,CN0504100000000,05,041,"Desha County, AR",1990,,6877,6156,721,10.5
134,CN0504300000000,05,043,"Drew County, AR",1990,,8648,7883,765,8.8
135,CN0504500000000,05,045,"Faulkner County, AR",1990,,32081,29731,2350,7.3
136,CN0504700000000,05,047,"Franklin County, AR",1990,,7181,6594,587,8.2
137,CN0504900000000,05,049,"Fulton County, AR",1990,,4048,3794,254,6.3
138,CN0505100000000,05,051,"Garland County, AR",1990,,32255,30115,2140,6.6
139,CN0505300000000,05,053,"Grant County, AR",1990,,6859,6506,353,5.1
140,CN0505500000000,05,055,"Greene County, AR",1990,,15650,14561,1089,7
141,CN0505700000000,05,057,"Hempstead County, AR",1990,,10269,9362,907,8.8
142,CN0505900000000,05,059,"Hot Spring County, AR",1990,,11496,10476,1020,8.9
143,CN0506100000000,05,061,"Howard County, AR",1990,,6569,6041,528,8
144,CN0506300000000,05,063,"Independence County, AR",1990,,15712,14569,1143,7.3
145,CN0506500000000,05,065,"Izard County, AR",1990,,4551,4317,234,5.1
146,CN0506700000000,05,067,"Jackson County, AR",1990,,8438,7468,970,11.5
147,CN0506900000000,05,069,"Jefferson County, AR",1990,,38254,34788,3466,9.1
148,CN0507100000000,05,071,"Johnson County, AR",1990,,8227,7543,684,8.3
149,CN0507300000000,05,073,"Lafayette County, AR",1990,,3713,3434,279,7.5
150,CN0507500000000,05,075,"Lawrence County, AR",1990,,7789,6948,841,10.8
151,CN0507700000000,05,077,"Lee County, AR",1990,,4629,4082,547,11.8
152,CN0507900000000,05,079,"Lincoln County, AR",1990,,4682,4318,364,7.8
153,CN0508100000000,05,081,"Little River County, AR",1990,,7186,6857,329,4.6
154,CN0508300000000,05,083,"Logan County, AR",1990,,9293,8702,591,6.4
155,CN0508500000000,05,085,"Lonoke County, AR",1990,,19736,18555,1181,6
156,CN0508700000000,05,087,"Madison County, AR",1990,,6041,5751,290,4.8
157,CN0508900000000,05,089,"Marion County, AR",1990,,4938,4595,343,6.9
158,CN0509100000000,05,091,"Miller County, AR",1990,,17158,16124,1034,6
159,CN0509300000000,05,093,"Mississippi County, AR",1990,,24993,22622,2371,9.5
160,CN0509500000000,05,095,"Monroe County, AR",1990,,4466,4123,343,7.7
161,CN0509700000000,05,097,"Montgomery County, AR",1990,,3395,3268,127,3.7
162,CN0509900000000,05,099,"Nevada County, AR",1990,,4627,4145,482,10.4
163,CN0510100000000,05,101,"Newton County, AR",1990,,2986,2746,240,8
164,CN0510300000000,05,103,"Ouachita County, AR",1990,,14675,12637,2038,13.9
165,CN0510500000000,05,105,"Perry County, AR",1990,,3789,3477,312,8.2
166,CN0510700000000,05,107,"Phillips County, AR",1990,,10678,9487,1191,11.2
167,CN0510900000000,05,109,"Pike County, AR",1990,,4640,4192,448,9.7
168,CN0511100000000,05,111,"Poinsett County, AR",1990,,11278,10181,1097,9.7
169,CN0511300000000,05,113,"Polk County, AR",1990,,7730,7366,364,4.7
170,CN0511500000000,05,115,"Pope County, AR",1990,,23707,22176,1531,6.5
171,CN0511700000000,05,117,"Prairie County, AR",1990,,4380,4096,284,6.5
172,CN0511900000000,05,119,"Pulaski County, AR",1990,,187172,176954,10218,5.5
173,CN0512100000000,05,121,"Randolph County, AR",1990,,7311,6620,691,9.5
174,CN0512300000000,05,123,"St. Francis County, AR",1990,,11533,10176,1357,11.8
175,CN0512500000000,05,125,"Saline County, AR",1990,,33735,31839,1896,5.6
176,CN0512700000000,05,127,"Scott County, AR",1990,,4745,4417,328,6.9
177,CN0512900000000,05,129,"Searcy County, AR",1990,,3195,2915,280,8.8
178,CN0513100000000,05,131,"Sebastian County, AR",1990,,52748,48914,3834,7.3
179,CN0513300000000,05,133,"Sevier County, AR",1990,,6465,6184,281,4.3
180,CN0513500000000,05,135,"Sharp County, AR",1990,,5031,4651,380,7.6
181,CN0513700000000,05,137,"Stone County, AR",1990,,4376,4069,307,7
182,CN0513900000000,05,139,"Union County, AR",1990,,20893,19437,1456,7
183,CN0514100000000,05,141,"Van Buren County, AR",1990,,5596,5087,509,9.1
184,CN0514300000000,05,143,"Washington County, AR",1990,,61413,59077,2336,3.8
185,CN0514500000000,05,145,"White County, AR",1990,,26461,23862,2599,9.8
186,CN0514700000000,05,147,"Woodruff County, AR",1990,,4065,3637,428,10.5
187,CN0514900000000,05,149,"Yell County, AR",1990,,8680,8204,476,5.5
188,CN0600100000000,06,001,"Alameda County, CA",1990,,677363,649906,27457,4.1
189,CN0600300000000,06,003,"Alpine County, CA",1990,,375,339,36,9.6
190,CN0600500000000,06,005,"Amador County, CA",1990,,11454,10860,594,5.2
191,CN0600700000000,06,007,"Butte County, CA",1990,,78802,72166,6636,8.4
192,CN0600900000000,06,009,"Calaveras County, CA",1990,,13447,12530,917,6.8
193,CN0601100000000,06,011,"Colusa County, CA",1990,,8007,6863,1144,14.3
194,CN0601300000000,06,013,"Contra Costa County, CA",1990,,435286,417800,17486,4
195,CN0601500000000,06,015,"Del Norte County, CA",1990,,9609,8451,1158,12.1
196,CN0601700000000,06,017,"El Dorado County, CA",1990,,63836,60985,2851,4.5
197,CN0601900000000,06,019,"Fresno County, CA",1990,,328726,290446,38280,11.6
198,CN0602100000000,06,021,"Glenn County, CA",1990,,11251,9846,1405,12.5
199,CN0602300000000,06,023,"Humboldt County, CA",1990,,56261,51806,4455,7.9
200,CN0602500000000,06,025,"Imperial County, CA",1990,,47316,35250,12066,25.5
201,CN0602700000000,06,027,"Inyo County, CA",1990,,7011,6510,501,7.1
202,CN0602900000000,06,029,"Kern County, CA",1990,,256820,228826,27994,10.9
203,CN0603100000000,06,031,"Kings County, CA",1990,,37576,33354,4222,11.2
204,CN0603300000000,06,033,"Lake County, CA",1990,,19974,18201,1773,8.9
205,CN0603500000000,06,035,"Lassen County, CA",1990,,9981,9000,981,9.8
206,CN0603700000000,06,037,"Los Angeles County, CA",1990,,4498714,4233137,265577,5.9
207,CN0603900000000,06,039,"Madera County, CA",1990,,41555,35949,5606,13.5
208,CN0604100000000,06,041,"Marin County, CA",1990,,131883,128558,3325,2.5
209,CN0604300000000,06,043,"Mariposa County, CA",1990,,6775,6391,384,5.7
210,CN0604500000000,06,045,"Mendocino County, CA",1990,,38746,35789,2957,7.6
211,CN0604700000000,06,047,"Merced County, CA",1990,,76906,67023,9883,12.9
212,CN0604900000000,06,049,"Modoc County, CA",1990,,3763,3400,363,9.6
213,CN0605100000000,06,051,"Mono County, CA",1990,,5719,5380,339,5.9
214,CN0605300000000,06,053,"Monterey County, CA",1990,,172728,156047,16681,9.7
215,CN0605500000000,06,055,"Napa County, CA",1990,,56419,54087,2332,4.1
216,CN0605700000000,06,057,"Nevada County, CA",1990,,36028,34296,1732,4.8
217,CN0605900000000,06,059,"Orange County, CA",1990,,1352949,1305680,47269,3.5
218,CN0606100000000,06,061,"Placer County, CA",1990,,89541,85760,3781,4.2
219,CN0606300000000,06,063,"Plumas County, CA",1990,,9470,8530,940,9.9
220,CN0606500000000,06,065,"Riverside County, CA",1990,,536605,498129,38476,7.2
221,CN0606700000000,06,067,"Sacramento County, CA",1990,,522264,498324,23940,4.6
222,CN0606900000000,06,069,"San Benito County, CA",1990,,20941,18391,2550,12.2
223,CN0607100000000,06,071,"San Bernardino County, CA",1990,,635154,599384,35770,5.6
224,CN0607300000000,06,073,"San Diego County, CA",1990,,1215062,1158861,56201,4.6
225,CN0607500000000,06,075,"San Francisco County/city, CA",1990,,409356,393929,15427,3.8
226,CN0607700000000,06,077,"San Joaquin County, CA",1990,,227060,204547,22513,9.9
227,CN0607900000000,06,079,"San Luis Obispo County, CA",1990,,99766,95144,4622,4.6
228,CN0608100000000,06,081,"San Mateo County, CA",1990,,370206,360492,9714,2.6
229,CN0608300000000,06,083,"Santa Barbara County, CA",1990,,192547,183121,9426,4.9
230,CN0608500000000,06,085,"Santa Clara County, CA",1990,,852348,818551,33797,4
231,CN0608700000000,06,087,"Santa Cruz County, CA",1990,,135694,125920,9774,7.2
232,CN0608900000000,06,089,"Shasta County, CA",1990,,67692,61850,5842,8.6
233,CN0609100000000,06,091,"Sierra County, CA",1990,,1628,1451,177,10.9
234,CN0609300000000,06,093,"Siskiyou County, CA",1990,,19437,17066,2371,12.2
235,CN0609500000000,06,095,"Solano County, CA",1990,,164884,156976,7908,4.8
236,CN0609700000000,06,097,"Sonoma County, CA",1990,,206269,198268,8001,3.9
237,CN0609900000000,06,099,"Stanislaus County, CA",1990,,180443,159054,21389,11.9
238,CN0610100000000,06,101,"Sutter County, CA",1990,,33135,28457,4678,14.1
239,CN0610300000000,06,103,"Tehama County, CA",1990,,19924,17930,1994,10
240,CN0610500000000,06,105,"Trinity County, CA",1990,,5344,4677,667,12.5
241,CN0610700000000,06,107,"Tulare County, CA",1990,,145783,127785,17998,12.3
242,CN0610900000000,06,109,"Tuolumne County, CA",1990,,19871,18532,1339,6.7
243,CN0611100000000,06,111,"Ventura County, CA",1990,,366564,345433,21131,5.8
244,CN0611300000000,06,113,"Yolo County, CA",1990,,74016,68936,5080,6.9
245,CN0611500000000,06,115,"Yuba County, CA",1990,,22146,19785,2361,10.7
246,CN0800100000000,08,001,"Adams County, CO",1990,,140544,132385,8159,5.8
247,CN0800300000000,08,003,"Alamosa County, CO",1990,,6736,6243,493,7.3
248,CN0800500000000,08,005,"Arapahoe County, CO",1990,,224903,216329,8574,3.8
249,CN0800700000000,08,007,"Archuleta County, CO",1990,,2681,2542,139,5.2
250,CN0800900000000,08,009,"Baca County, CO",1990,,2024,1985,39,1.9
251,CN0801100000000,08,011,"Bent County, CO",1990,,2072,2002,70,3.4
252,CN0801300000000,08,013,"Boulder County, CO",1990,,124316,118199,6117,4.9
253,CN0801400000000,08,014,"Broomfield County/city, CO",1990,,14229,13705,524,3.7
254,CN0801500000000,08,015,"Chaffee County, CO",1990,,5838,5436,402,6.9
255,CN0801700000000,08,017,"Cheyenne County, CO",1990,,1177,1162,15,1.3
256,CN0801900000000,08,019,"Clear Creek County, CO",1990,,4436,4258,178,4
257,CN0802100000000,08,021,"Conejos County, CO",1990,,3120,2747,373,12
258,CN0802300000000,08,023,"Costilla County, CO",1990,,1409,1258,151,10.7
259,CN0802500000000,08,025,"Crowley County, CO",1990,,1140,1094,46,4
260,CN0802700000000,08,027,"Custer County, CO",1990,,892,851,41,4.6
261,CN0802900000000,08,029,"Delta County, CO",1990,,8534,7929,605,7.1
262,CN0803100000000,08,031,"Denver County/city, CO",1990,,252157,237926,14231,5.6
263,CN0803300000000,08,033,"Dolores County, CO",1990,,668,636,32,4.8
264,CN0803500000000,08,035,"Douglas County, CO",1990,,35396,34277,1119,3.2
265,CN0803700000000,08,037,"Eagle County, CO",1990,,12519,12065,454,3.6
266,CN0803900000000,08,039,"Elbert County, CO",1990,,5509,5285,224,4.1
267,CN0804100000000,08,041,"El Paso County, CO",1990,,190940,177214,13726,7.2
268,CN0804300000000,08,043,"Fremont County, CO",1990,,12933,12089,844,6.5
269,CN0804500000000,08,045,"Garfield County, CO",1990,,16707,16016,691,4.1
270,CN0804700000000,08,047,"Gilpin County, CO",1990,,2391,2332,59,2.5
271,CN0804900000000,08,049,"Grand County, CO",1990,,4317,4182,135,3.1
272,CN0805100000000,08,051,"Gunnison County, CO",1990,,6007,5562,445,7.4
273,CN0805300000000,08,053,"Hinsdale County, CO",1990,,404,394,10,2.5
274,CN0805500000000,08,055,"Huerfano County, CO",1990,,2532,2327,205,8.1
275,CN0805700000000,08,057,"Jackson County, CO",1990,,886,860,26,2.9
276,CN0805900000000,08,059,"Jefferson County, CO",1990,,255424,245533,9891,3.9
277,CN0806100000000,08,061,"Kiowa County, CO",1990,,798,777,21,2.6
278,CN0806300000000,08,063,"Kit Carson County, CO",1990,,3320,3279,41,1.2
279,CN0806500000000,08,065,"Lake County, CO",1990,,2826,2651,175,6.2
280,CN0806700000000,08,067,"La Plata County, CO",1990,,17396,16358,1038,6
281,CN0806900000000,08,069,"Larimer County, CO",1990,,103854,98713,5141,5
282,CN0807100000000,08,071,"Las Animas County, CO",1990,,5508,5050,458,8.3
283,CN0807300000000,08,073,"Lincoln County, CO",1990,,2212,2152,60,2.7
284,CN0807500000000,08,075,"Logan County, CO",1990,,8765,8456,309,3.5
285,CN0807700000000,08,077,"Mesa County, CO",1990,,44712,42012,2700,6
286,CN0807900000000,08,079,"Mineral County, CO",1990,,299,278,21,7
287,CN0808100000000,08,081,"Moffat County, CO",1990,,5930,5589,341,5.8
288,CN0808300000000,08,083,"Montezuma County, CO",1990,,9239,8554,685,7.4
289,CN0808500000000,08,085,"Montrose County, CO",1990,,11664,10916,748,6.4
290,CN0808700000000,08,087,"Morgan County, CO",1990,,10313,9845,468,4.5
291,CN0808900000000,08,089,"Otero County, CO",1990,,8468,7857,611,7.2
292,CN0809100000000,08,091,"Ouray County, CO",1990,,1234,1112,122,9.9
293,CN0809300000000,08,093,"Park County, CO",1990,,4529,4356,173,3.8
294,CN0809500000000,08,095,"Phillips County, CO",1990,,1836,1808,28,1.5
295,CN0809700000000,08,097,"Pitkin County, CO",1990,,8125,7688,437,5.4
296,CN0809900000000,08,099,"Prowers County, CO",1990,,6159,5816,343,5.6
297,CN0810100000000,08,101,"Pueblo County, CO",1990,,52373,48542,3831,7.3
298,CN0810300000000,08,103,"Rio Blanco County, CO",1990,,3175,3039,136,4.3
299,CN0810500000000,08,105,"Rio Grande County, CO",1990,,5025,4518,507,10.1
300,CN0810700000000,08,107,"Routt County, CO",1990,,8244,7892,352,4.3
301,CN0810900000000,08,109,"Saguache County, CO",1990,,2259,1986,273,12.1
302,CN0811100000000,08,111,"San Juan County, CO",1990,,465,428,37,8
303,CN0811300000000,08,113,"San Miguel County, CO",1990,,2449,2323,126,5.1
304,CN0811500000000,08,115,"Sedgwick County, CO",1990,,1276,1253,23,1.8
305,CN0811700000000,08,117,"Summit County, CO",1990,,8110,7812,298,3.7
306,CN0811900000000,08,119,"Teller County, CO",1990,,7476,7134,342,4.6
307,CN0812100000000,08,121,"Washington County, CO",1990,,2209,2164,45,2
308,CN0812300000000,08,123,"Weld County, CO",1990,,66589,62720,3869,5.8
309,CN0812500000000,08,125,"Yuma County, CO",1990,,4011,3924,87,2.2
310,CN0900100000000,09,001,"Fairfield County, CT",1990,,462016,440284,21732,4.7
311,CN0900300000000,09,003,"Hartford County, CT",1990,,470096,445877,24219,5.2
312,CN0900500000000,09,005,"Litchfield County, CT",1990,,102033,97195,4838,4.7
313,CN0900700000000,09,007,"Middlesex County, CT",1990,,83647,80219,3428,4.1
314,CN0900900000000,09,009,"New Haven County, CT",1990,,440366,415798,24568,5.6
315,CN0901100000000,09,011,"New London County, CT",1990,,131330,123815,7515,5.7
316,CN0901300000000,09,013,"Tolland County, CT",1990,,74678,71674,3004,4
317,CN0901500000000,09,015,"Windham County, CT",1990,,55602,51615,3987,7.2
318,CN1000100000000,10,001,"Kent County, DE",1990,,58471,55767,2704,4.6
319,CN1000300000000,10,003,"New Castle County, DE",1990,,239994,227780,12214,5.1
320,CN1000500000000,10,005,"Sussex County, DE",1990,,61759,59653,2106,3.4
321,CN1100100000000,11,001,District of Columbia,1990,,328924,308281,20643,6.3
322,CN1200100000000,12,001,"Alachua County, FL",1990,,94191,90789,3402,3.6
323,CN1200300000000,12,003,"Baker County, FL",1990,,8076,7485,591,7.3
324,CN1200500000000,12,005,"Bay County, FL",1990,,61479,55866,5613,9.1
325,CN1200700000000,12,007,"Bradford County, FL",1990,,9264,8844,420,4.5
326,CN1200900000000,12,009,"Brevard County, FL",1990,,205653,194451,11202,5.4
327,CN1201100000000,12,011,"Broward County, FL",1990,,668642,629862,38780,5.8
328,CN1201300000000,12,013,"Calhoun County, FL",1990,,4497,4168,329,7.3
329,CN1201500000000,12,015,"Charlotte County, FL",1990,,41739,39731,2008,4.8
330,CN1201700000000,12,017,"Citrus County, FL",1990,,33176,30451,2725,8.2
331,CN1201900000000,12,019,"Clay County, FL",1990,,54151,51788,2363,4.4
332,CN1202100000000,12,021,"Collier County, FL",1990,,73480,69442,4038,5.5
333,CN1202300000000,12,023,"Columbia County, FL",1990,,20309,18565,1744,8.6
334,CN1202700000000,12,027,"DeSoto County, FL",1990,,9746,9044,702,7.2
335,CN1202900000000,12,029,"Dixie County, FL",1990,,3802,3518,284,7.5
336,CN1203100000000,12,031,"Duval County, FL",1990,,353287,334446,18841,5.3
337,CN1203300000000,12,033,"Escambia County, FL",1990,,121742,114649,7093,5.8
338,CN1203500000000,12,035,"Flagler County, FL",1990,,11820,11076,744,6.3
