,"Labor Force Data by County, 2013 Annual Averages",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
98,CN0227500000000,02,275,"Wrangell Borough/city, AK",2013,,1059,974,85,8
99,CN0228200000000,02,282,"Yakutat Borough/city, AK",2013,,285,258,27,9.5
100,CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",2013,,2736,2234,502,18.3
101,CN0400100000000,04,001,"Apache County, AZ",2013,,21829,17813,4016,18.4
102,CN0400300000000,04,003,"Cochise County, AZ",2013,,51308,46587,4721,9.2
103,CN0400500000000,04,005,"Coconino County, AZ",2013,,70877,65110,5767,8.1
104,CN0400700000000,04,007,"Gila County, AZ",2013,,20901,18890,2011,9.6
105,CN0400900000000,04,009,"Graham County, AZ",2013,,14276,13173,1103,7.7
106,CN0401100000000,04,011,"Greenlee County, AZ",2013,,4580,4311,269,5.9
107,CN0401200000000,04,012,"La Paz County, AZ",2013,,8028,7372,656,8.2
108,CN0401300000000,04,013,"Maricopa County, AZ",2013,,1907171,1781737,125434,6.6
109,CN0401500000000,04,015,"Mohave County, AZ",2013,,76838,68888,7950,10.3
110,CN0401700000000,04,017,"Navajo County, AZ",2013,,41925,36283,5642,13.5
111,CN0401900000000,04,019,"Pima County, AZ",2013,,456994,426120,30874,6.8
112,CN0402100000000,04,021,"Pinal County, AZ",2013,,148275,136324,11951,8.1
113,CN0402300000000,04,023,"Santa Cruz County, AZ",2013,,20111,17023,3088,15.4
114,CN0402500000000,04,025,"Yavapai County, AZ",2013,,91587,84500,7087,7.7
115,CN0402700000000,04,027,"Yuma County, AZ",2013,,94729,70567,24162,25.5
116,CN0500100000000,05,001,"Arkansas County, AR",2013,,9589,8884,705,7.4
117,CN0500300000000,05,003,"Ashley County, AR",2013,,8923,7953,970,10.9
118,CN0500500000000,05,005,"Baxter County, AR",2013,,16067,14775,1292,8
119,CN0500700000000,05,007,"Benton County, AR",2013,,111857,105567,6290,5.6
120,CN0500900000000,05,009,"Boone County, AR",2013,,16048,14922,1126,7
121,CN0501100000000,05,011,"Bradley County, AR",2013,,4127,3722,405,9.8
122,CN0501300000000,05,013,"Calhoun County, AR",2013,,2424,2226,198,8.2
123,CN0501500000000,05,015,"Carroll County, AR",2013,,12284,11548,736,6
124,CN0501700000000,05,017,"Chicot County, AR",2013,,3843,3397,446,11.6
125,CN0501900000000,05,019,"Clark County, AR",2013,,9923,9030,893,9
126,CN0502100000000,05,021,"Clay County, AR",2013,,6530,5895,635,9.7
127,CN0502300000000,05,023,"Cleburne County, AR",2013,,10028,9172,856,8.5
128,CN0502500000000,05,025,"Cleveland County, AR",2013,,3600,3328,272,7.6
129,CN0502700000000,05,027,"Columbia County, AR",2013,,9679,8830,849,8.8
130,CN0502900000000,05,029,"Conway County, AR",2013,,8647,7850,797,9.2
131,CN0503100000000,05,031,"Craighead County, AR",2013,,49333,46104,3229,6.5
132,CN0503300000000,05,033,"Crawford County, AR",2013,,27056,24989,2067,7.6
133,CN0503500000000,05,035,"Crittenden County, AR",2013,,21541,19737,1804,8.4
134,CN0503700000000,05,037,"Cross County, AR",2013,,8207,7586,621,7.6
135,CN0503900000000,05,039,"Dallas County, AR",2013,,2934,2616,318,10.8
136,CN0504100000000,05,041,"Desha County, AR",2013,,5644,5100,544,9.6
137,CN0504300000000,05,043,"Drew County, AR",2013,,8169,7370,799,9.8
138,CN0504500000000,05,045,"Faulkner County, AR",2013,,59300,55458,3842,6.5
139,CN0504700000000,05,047,"Franklin County, AR",2013,,7423,6913,510,6.9
140,CN0504900000000,05,049,"Fulton County, AR",2013,,4918,4579,339,6.9
141,CN0505100000000,05,051,"Garland County, AR",2013,,40834,37743,3091,7.6
142,CN0505300000000,05,053,"Grant County, AR",2013,,8273,7733,540,6.5
143,CN0505500000000,05,055,"Greene County, AR",2013,,19420,17889,1531,7.9
144,CN0505700000000,05,057,"Hempstead County, AR",2013,,10096,9365,731,7.2
145,CN0505900000000,05,059,"Hot Spring County, AR",2013,,14111,13084,1027,7.3
146,CN0506100000000,05,061,"Howard County, AR",2013,,6235,5836,399,6.4
147,CN0506300000000,05,063,"Independence County, AR",2013,,15805,14382,1423,9
148,CN0506500000000,05,065,"Izard County, AR",2013,,5002,4570,432,8.6
149,CN0506700000000,05,067,"Jackson County, AR",2013,,6276,5593,683,10.9
150,CN0506900000000,05,069,"Jefferson County, AR",2013,,31027,27830,3197,10.3
151,CN0507100000000,05,071,"Johnson County, AR",2013,,10564,9756,808,7.6
152,CN0507300000000,05,073,"Lafayette County, AR",2013,,2743,2479,264,9.6
153,CN0507500000000,05,075,"Lawrence County, AR",2013,,7149,6515,634,8.9
154,CN0507700000000,05,077,"Lee County, AR",2013,,3313,3005,308,9.3
155,CN0507900000000,05,079,"Lincoln County, AR",2013,,4354,3993,361,8.3
156,CN0508100000000,05,081,"Little River County, AR",2013,,5708,5275,433,7.6
157,CN0508300000000,05,083,"Logan County, AR",2013,,9248,8530,718,7.8
158,CN0508500000000,05,085,"Lonoke County, AR",2013,,32797,30800,1997,6.1
159,CN0508700000000,05,087,"Madison County, AR",2013,,6857,6461,396,5.8
160,CN0508900000000,05,089,"Marion County, AR",2013,,6514,6013,501,7.7
161,CN0509100000000,05,091,"Miller County, AR",2013,,19556,18303,1253,6.4
162,CN0509300000000,05,093,"Mississippi County, AR",2013,,19000,16852,2148,11.3
163,CN0509500000000,05,095,"Monroe County, AR",2013,,3121,2847,274,8.8
164,CN0509700000000,05,097,"Montgomery County, AR",2013,,3418,3131,287,8.4
165,CN0509900000000,05,099,"Nevada County, AR",2013,,3779,3488,291,7.7
166,CN0510100000000,05,101,"Newton County, AR",2013,,3490,3249,241,6.9
167,CN0510300000000,05,103,"Ouachita County, AR",2013,,10253,9261,992,9.7
168,CN0510500000000,05,105,"Perry County, AR",2013,,4364,3956,408,9.3
169,CN0510700000000,05,107,"Phillips County, AR",2013,,7595,6732,863,11.4
170,CN0510900000000,05,109,"Pike County, AR",2013,,4202,3831,371,8.8
171,CN0511100000000,05,111,"Poinsett County, AR",2013,,10147,9289,858,8.5
172,CN0511300000000,05,113,"Polk County, AR",2013,,8455,7850,605,7.2
173,CN0511500000000,05,115,"Pope County, AR",2013,,29650,27479,2171,7.3
174,CN0511700000000,05,117,"Prairie County, AR",2013,,3803,3535,268,7
175,CN0511900000000,05,119,"Pulaski County, AR",2013,,186725,174559,12166,6.5
176,CN0512100000000,05,121,"Randolph County, AR",2013,,6692,6055,637,9.5
177,CN0512300000000,05,123,"St. Francis County, AR",2013,,9173,8220,953,10.4
178,CN0512500000000,05,125,"Saline County, AR",2013,,54784,51620,3164,5.8
179,CN0512700000000,05,127,"Scott County, AR",2013,,4591,4303,288,6.3
180,CN0512900000000,05,129,"Searcy County, AR",2013,,3125,2877,248,7.9
181,CN0513100000000,05,131,"Sebastian County, AR",2013,,58153,53824,4329,7.4
182,CN0513300000000,05,133,"Sevier County, AR",2013,,5926,5431,495,8.4
183,CN0513500000000,05,135,"Sharp County, AR",2013,,6019,5433,586,9.7
184,CN0513700000000,05,137,"Stone County, AR",2013,,4803,4400,403,8.4
185,CN0513900000000,05,139,"Union County, AR",2013,,16600,15174,1426,8.6
186,CN0514100000000,05,141,"Van Buren County, AR",2013,,6494,5865,629,9.7
187,CN0514300000000,05,143,"Washington County, AR",2013,,106852,101138,5714,5.3
188,CN0514500000000,05,145,"White County, AR",2013,,35094,32359,2735,7.8
189,CN0514700000000,05,147,"Woodruff County, AR",2013,,3237,2930,307,9.5
190,CN0514900000000,05,149,"Yell County, AR",2013,,9065,8471,594,6.6
191,CN0600100000000,06,001,"Alameda County, CA",2013,,802813,744764,58049,7.2
192,CN0600300000000,06,003,"Alpine County, CA",2013,,526,475,51,9.7
193,CN0600500000000,06,005,"Amador County, CA",2013,,14449,12959,1490,10.3
194,CN0600700000000,06,007,"Butte County, CA",2013,,101748,91263,10485,10.3
195,CN0600900000000,06,009,"Calaveras County, CA",2013,,20255,18243,2012,9.9
196,CN0601100000000,06,011,"Colusa County, CA",2013,,11292,9156,2136,18.9
197,CN0601300000000,06,013,"Contra Costa County, CA",2013,,538002,497661,40341,7.5
198,CN0601500000000,06,015,"Del Norte County, CA",2013,,10330,9107,1223,11.8
199,CN0601700000000,06,017,"El Dorado County, CA",2013,,88598,81063,7535,8.5
200,CN0601900000000,06,019,"Fresno County, CA",2013,,437908,379850,58058,13.3
201,CN0602100000000,06,021,"Glenn County, CA",2013,,12990,11418,1572,12.1
202,CN0602300000000,06,023,"Humboldt County, CA",2013,,63055,57947,5108,8.1
203,CN0602500000000,06,025,"Imperial County, CA",2013,,78271,58670,19601,25
204,CN0602700000000,06,027,"Inyo County, CA",2013,,9390,8654,736,7.8
205,CN0602900000000,06,029,"Kern County, CA",2013,,393440,347213,46227,11.7
206,CN0603100000000,06,031,"Kings County, CA",2013,,58198,50387,7811,13.4
207,CN0603300000000,06,033,"Lake County, CA",2013,,29259,26068,3191,10.9
208,CN0603500000000,06,035,"Lassen County, CA",2013,,11005,9838,1167,10.6
209,CN0603700000000,06,037,"Los Angeles County, CA",2013,,4967167,4482594,484573,9.8
210,CN0603900000000,06,039,"Madera County, CA",2013,,62263,54428,7835,12.6
211,CN0604100000000,06,041,"Marin County, CA",2013,,138367,131216,7151,5.2
212,CN0604300000000,06,043,"Mariposa County, CA",2013,,8229,7363,866,10.5
213,CN0604500000000,06,045,"Mendocino County, CA",2013,,40837,37425,3412,8.4
214,CN0604700000000,06,047,"Merced County, CA",2013,,114628,98009,16619,14.5
215,CN0604900000000,06,049,"Modoc County, CA",2013,,3503,3073,430,12.3
216,CN0605100000000,06,051,"Mono County, CA",2013,,8368,7655,713,8.5
217,CN0605300000000,06,053,"Monterey County, CA",2013,,216380,194075,22305,10.3
218,CN0605500000000,06,055,"Napa County, CA",2013,,72809,67766,5043,6.9
219,CN0605700000000,06,057,"Nevada County, CA",2013,,48169,44267,3902,8.1
220,CN0605900000000,06,059,"Orange County, CA",2013,,1565334,1462270,103064,6.6
221,CN0606100000000,06,061,"Placer County, CA",2013,,175833,162264,13569,7.7
222,CN0606300000000,06,063,"Plumas County, CA",2013,,8256,7114,1142,13.8
223,CN0606500000000,06,065,"Riverside County, CA",2013,,996411,897722,98689,9.9
224,CN0606700000000,06,067,"Sacramento County, CA",2013,,680241,619835,60406,8.9
225,CN0606900000000,06,069,"San Benito County, CA",2013,,28904,25696,3208,11.1
226,CN0607100000000,06,071,"San Bernardino County, CA",2013,,896673,809057,87616,9.8
227,CN0607300000000,06,073,"San Diego County, CA",2013,,1543189,1422391,120798,7.8
228,CN0607500000000,06,075,"San Francisco County/city, CA",2013,,516300,488121,28179,5.5
229,CN0607700000000,06,077,"San Joaquin County, CA",2013,,313101,274562,38539,12.3
230,CN0607900000000,06,079,"San Luis Obispo County, CA",2013,,138258,128819,9439,6.8
231,CN0608100000000,06,081,"San Mateo County, CA",2013,,418085,396092,21993,5.3
232,CN0608300000000,06,083,"Santa Barbara County, CA",2013,,217331,201680,15651,7.2
233,CN0608500000000,06,085,"Santa Clara County, CA",2013,,971862,909039,62823,6.5
234,CN0608700000000,06,087,"Santa Cruz County, CA",2013,,142067,127466,14601,10.3
235,CN0608900000000,06,089,"Shasta County, CA",2013,,75285,66385,8900,11.8
236,CN0609100000000,06,091,"Sierra County, CA",2013,,1452,1267,185,12.7
237,CN0609300000000,06,093,"Siskiyou County, CA",2013,,18293,15888,2405,13.1
238,CN0609500000000,06,095,"Solano County, CA",2013,,203055,184630,18425,9.1
239,CN0609700000000,06,097,"Sonoma County, CA",2013,,249962,232197,17765,7.1
240,CN0609900000000,06,099,"Stanislaus County, CA",2013,,240987,209781,31206,12.9
241,CN0610100000000,06,101,"Sutter County, CA",2013,,44792,38243,6549,14.6
242,CN0610300000000,06,103,"Tehama County, CA",2013,,25086,22171,2915,11.6
243,CN0610500000000,06,105,"Trinity County, CA",2013,,5192,4572,620,11.9
244,CN0610700000000,06,107,"Tulare County, CA",2013,,201053,172171,28882,14.4
245,CN0610900000000,06,109,"Tuolumne County, CA",2013,,21749,19406,2343,10.8
246,CN0611100000000,06,111,"Ventura County, CA",2013,,433914,399769,34145,7.9
247,CN0611300000000,06,113,"Yolo County, CA",2013,,101835,92660,9175,9
248,CN0611500000000,06,115,"Yuba County, CA",2013,,28250,24531,3719,13.2
249,CN0800100000000,08,001,"Adams County, CO",2013,,241765,222106,19659,8.1
250,CN0800300000000,08,003,"Alamosa County, CO",2013,,7562,6827,735,9.7
251,CN0800500000000,08,005,"Arapahoe County, CO",2013,,326280,304753,21527,6.6
252,CN0800700000000,08,007,"Archuleta County, CO",2013,,5699,5200,499,8.8
253,CN0800900000000,08,009,"Baca County, CO",2013,,1895,1817,78,4.1
254,CN0801100000000,08,011,"Bent County, CO",2013,,1646,1519,127,7.7
255,CN0801300000000,08,013,"Boulder County, CO",2013,,174782,165184,9598,5.5
256,CN0801400000000,08,014,"Broomfield County/city, CO",2013,,32776,30871,1905,5.8
257,CN0801500000000,08,015,"Chaffee County, CO",2013,,8301,7790,511,6.2
258,CN0801700000000,08,017,"Cheyenne County, CO",2013,,969,928,41,4.2
259,CN0801900000000,08,019,"Clear Creek County, CO",2013,,5440,5099,341,6.3
260,CN0802100000000,08,021,"Conejos County, CO",2013,,3610,3226,384,10.6
261,CN0802300000000,08,023,"Costilla County, CO",2013,,1596,1417,179,11.2
262,CN0802500000000,08,025,"Crowley County, CO",2013,,1322,1227,95,7.2
263,CN0802700000000,08,027,"Custer County, CO",2013,,1919,1797,122,6.4
264,CN0802900000000,08,029,"Delta County, CO",2013,,13852,12617,1235,8.9
265,CN0803100000000,08,031,"Denver County/city, CO",2013,,362752,338686,24066,6.6
266,CN0803300000000,08,033,"Dolores County, CO",2013,,1014,930,84,8.3
267,CN0803500000000,08,035,"Douglas County, CO",2013,,164441,155708,8733,5.3
268,CN0803700000000,08,037,"Eagle County, CO",2013,,31874,29947,1927,6
269,CN0803900000000,08,039,"Elbert County, CO",2013,,12693,11946,747,5.9
270,CN0804100000000,08,041,"El Paso County, CO",2013,,306761,282583,24178,7.9
271,CN0804300000000,08,043,"Fremont County, CO",2013,,14946,13349,1597,10.7
272,CN0804500000000,08,045,"Garfield County, CO",2013,,30944,28635,2309,7.5
273,CN0804700000000,08,047,"Gilpin County, CO",2013,,3314,3115,199,6
274,CN0804900000000,08,049,"Grand County, CO",2013,,8769,8257,512,5.8
275,CN0805100000000,08,051,"Gunnison County, CO",2013,,9635,9108,527,5.5
276,CN0805300000000,08,053,"Hinsdale County, CO",2013,,432,412,20,4.6
277,CN0805500000000,08,055,"Huerfano County, CO",2013,,2541,2193,348,13.7
278,CN0805700000000,08,057,"Jackson County, CO",2013,,793,755,38,4.8
279,CN0805900000000,08,059,"Jefferson County, CO",2013,,305200,286109,19091,6.3
280,CN0806100000000,08,061,"Kiowa County, CO",2013,,764,730,34,4.5
281,CN0806300000000,08,063,"Kit Carson County, CO",2013,,4081,3921,160,3.9
282,CN0806500000000,08,065,"Lake County, CO",2013,,4440,4120,320,7.2
283,CN0806700000000,08,067,"La Plata County, CO",2013,,29559,27873,1686,5.7
284,CN0806900000000,08,069,"Larimer County, CO",2013,,174165,164046,10119,5.8
285,CN0807100000000,08,071,"Las Animas County, CO",2013,,6734,5983,751,11.2
286,CN0807300000000,08,073,"Lincoln County, CO",2013,,2105,1982,123,5.8
287,CN0807500000000,08,075,"Logan County, CO",2013,,10798,10245,553,5.1
288,CN0807700000000,08,077,"Mesa County, CO",2013,,73542,67108,6434,8.7
289,CN0807900000000,08,079,"Mineral County, CO",2013,,425,400,25,5.9
290,CN0808100000000,08,081,"Moffat County, CO",2013,,7535,7013,522,6.9
291,CN0808300000000,08,083,"Montezuma County, CO",2013,,12713,11730,983,7.7
292,CN0808500000000,08,085,"Montrose County, CO",2013,,19297,17474,1823,9.4
293,CN0808700000000,08,087,"Morgan County, CO",2013,,14659,13702,957,6.5
294,CN0808900000000,08,089,"Otero County, CO",2013,,8207,7399,808,9.8
295,CN0809100000000,08,091,"Ouray County, CO",2013,,2128,1966,162,7.6
296,CN0809300000000,08,093,"Park County, CO",2013,,9252,8691,561,6.1
297,CN0809500000000,08,095,"Phillips County, CO",2013,,2124,2026,98,4.6
298,CN0809700000000,08,097,"Pitkin County, CO",2013,,10782,10084,698,6.5
299,CN0809900000000,08,099,"Prowers County, CO",2013,,5857,5489,368,6.3
300,CN0810100000000,08,101,"Pueblo County, CO",2013,,73335,66114,7221,9.8
301,CN0810300000000,08,103,"Rio Blanco County, CO",2013,,3072,2831,241,7.8
302,CN0810500000000,08,105,"Rio Grande County, CO",2013,,4878,4313,565,11.6
303,CN0810700000000,08,107,"Routt County, CO",2013,,14494,13632,862,5.9
304,CN0810900000000,08,109,"Saguache County, CO",2013,,2953,2620,333,11.3
305,CN0811100000000,08,111,"San Juan County, CO",2013,,477,436,41,8.6
306,CN0811300000000,08,113,"San Miguel County, CO",2013,,4777,4459,318,6.7
307,CN0811500000000,08,115,"Sedgwick County, CO",2013,,1090,1022,68,6.2
308,CN0811700000000,08,117,"Summit County, CO",2013,,19350,18379,971,5
309,CN0811900000000,08,119,"Teller County, CO",2013,,11712,10798,914,7.8
310,CN0812100000000,08,121,"Washington County, CO",2013,,2549,2432,117,4.6
311,CN0812300000000,08,123,"Weld County, CO",2013,,139047,129920,9127,6.6
312,CN0812500000000,08,125,"Yuma County, CO",2013,,4736,4511,225,4.8
313,CN0900100000000,09,001,"Fairfield County, CT",2013,,467863,433839,34024,7.3
314,CN0900300000000,09,003,"Hartford County, CT",2013,,467277,430020,37257,8
315,CN0900500000000,09,005,"Litchfield County, CT",2013,,104547,97109,7438,7.1
316,CN0900700000000,09,007,"Middlesex County, CT",2013,,90957,84859,6098,6.7
317,CN0900900000000,09,009,"New Haven County, CT",2013,,450158,411726,38432,8.5
318,CN0901100000000,09,011,"New London County, CT",2013,,136843,125701,11142,8.1
319,CN0901300000000,09,013,"Tolland County, CT",2013,,83466,77736,5730,6.9
320,CN0901500000000,09,015,"Windham County, CT",2013,,62229,56774,5455,8.8
321,CN1000100000000,10,001,"Kent County, DE",2013,,73824,68405,5419,7.3
322,CN1000300000000,10,003,"New Castle County, DE",2013,,276688,258787,17901,6.5
323,CN1000500000000,10,005,"Sussex County, DE",2013,,92216,85927,6289,6.8
324,CN1100100000000,11,001,District of Columbia,2013,,374126,342351,31775,8.5
325,CN1200100000000,12,001,"Alachua County, FL",2013,,129435,122038,7397,5.7
326,CN1200300000000,12,003,"Baker County, FL",2013,,11270,10438,832,7.4
327,CN1200500000000,12,005,"Bay County, FL",2013,,86420,80126,6294,7.3
328,CN1200700000000,12,007,"Bradford County, FL",2013,,10985,10293,692,6.3
329,CN1200900000000,12,009,"Brevard County, FL",2013,,258685,237228,21457,8.3
330,CN1201100000000,12,011,"Broward County, FL",2013,,974428,908457,65971,6.8
331,CN1201300000000,12,013,"Calhoun County, FL",2013,,4916,4530,386,7.9
332,CN1201500000000,12,015,"Charlotte County, FL",2013,,66196,60889,5307,8
333,CN1201700000000,12,017,"Citrus County, FL",2013,,49374,44587,4787,9.7
334,CN1201900000000,12,019,"Clay County, FL",2013,,96943,90794,6149,6.3
335,CN1202100000000,12,021,"Collier County, FL",2013,,155575,144588,10987,7.1
336,CN1202300000000,12,023,"Columbia County, FL",2013,,27867,25759,2108,7.6
337,CN1202700000000,12,027,"DeSoto County, FL",2013,,13133,12056,1077,8.2
